event_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,favorable_60m_points,adverse_60m_points,close_move_60m_points
117,2026-03-03 11:00:00,2026-03-03,11:00:00,6750,6748,6752,from_below,6733.09,6733.26,6748.04,6731.8,6747.47,2.53,true,2.53,12.77,-9.86,true,2.53,25.33,-17.44,true,2.53,29.77,-22.37,false,false,true,2.53,48.01,-38.73
118,2026-03-03 11:45:00,2026-03-03,11:45:00,6800,6798,6802,from_below,6781.32,6781.38,6798.01,6781.38,6789.34,10.66,true,12.57,0,7.35,true,16.38,0,11.27,true,21.21,0,10.03,true,true,true,23.54,0,2.59
119,2026-03-03 12:25:00,2026-03-03,12:25:00,6800,6798,6802,from_below,6796.32,6796.5,6799,6792.23,6798.03,1.97,true,22.02,0,20.74,true,23.54,0,3.01,true,23.54,0,11.36,true,true,true,23.54,18.48,-12.91
120,2026-03-03 12:45:00,2026-03-03,12:45:00,6800,6798,6802,from_below,6796.99,6797,6798.63,6792.26,6797.41,2.59,true,15.59,0,14.69,true,15.98,1.91,1.48,true,15.98,2.87,-1.49,true,true,true,15.98,32.79,-28.32
121,2026-03-03 13:00:00,2026-03-03,13:00:00,6800,6798,6802,from_below,6788.64,6788.74,6801.91,6788.74,6798.52,1.48,true,3.34,2.87,-2.53,true,8.73,2.87,-1.49,true,8.73,22.11,-20.3,false,false,true,8.73,32.92,-26.35
122,2026-03-04 09:30:00,2026-03-04,09:30:00,6850,6848,6852,from_below,6816.62,6830.67,6848.04,6830.67,6843.93,6.07,true,26.54,0,25.08,true,38.36,0,26.69,true,38.36,0,19.96,true,true,true,38.36,27.23,-18.74
123,2026-03-04 10:10:00,2026-03-04,10:10:00,6850,6848,6852,from_below,6845.92,6845.78,6851.33,6840.57,6846.52,3.48,true,3.54,8.96,-8.71,true,3.54,26.76,-25.44,true,3.54,27.23,-9.45,false,false,true,3.54,30.38,-10.22
124,2026-03-05 09:30:00,2026-03-05,09:30:00,6850,6848,6852,from_above,6869.49,6851.08,6856.62,6835.49,6856.62,6.62,true,9.7,2.56,1.78,true,9.7,12.44,-6.13,true,20.43,12.44,8.31,true,true,true,20.43,42.12,-33.18
125,2026-03-05 10:05:00,2026-03-05,10:05:00,6850,6848,6852,from_above,6858.31,6858.2,6858.45,6844.56,6850.69,0.69,true,8.3,3.66,8.3,true,8.3,24.1,-23.9,true,8.3,42.12,-24.52,false,false,true,8.3,42.12,-34.08
126,2026-03-05 12:30:00,2026-03-05,12:30:00,6800,6798,6802,from_above,6802.41,6799.77,6801.41,6786.66,6786.66,-13.34,true,0,15.06,-6.47,true,0,23.1,-22.39,true,0,25.69,-15.23,false,false,true,0,27.2,-22.3
127,2026-03-05 15:10:00,2026-03-05,15:10:00,6800,6798,6802,from_below,6796.33,6796.2,6804.36,6796.03,6802.01,-2.01,true,1.74,8.19,-5.14,true,1.74,17.88,-8.83,true,1.74,18.82,-13.95,false,false,false,1.74,31.76,
128,2026-03-06 09:30:00,2026-03-06,09:30:00,6750,6748,6752,from_above,6830.72,6748.54,6752.05,6734.37,6736.84,-13.16,true,0,33.27,-25.66,true,0,37.2,-30.63,true,0,38.44,-10.48,false,false,true,12.67,38.44,12.2
129,2026-03-06 10:20:00,2026-03-06,10:20:00,6750,6748,6752,from_below,6747.68,6747.65,6755.9,6745.58,6754.48,-4.48,true,0.56,5.75,-4.43,true,0.56,21.73,-19.22,true,11.1,21.73,3.99,false,true,true,11.1,23.42,-7.45
130,2026-03-06 10:45:00,2026-03-06,10:45:00,6750,6748,6752,from_above,6760.87,6760.94,6761.93,6749.32,6751.01,1.01,true,1.01,11.1,-3.99,true,22.9,11.1,22.1,true,23.42,11.1,11.86,true,true,true,23.42,11.1,17.41
131,2026-03-06 11:20:00,2026-03-06,11:20:00,6750,6748,6752,from_above,6761.86,6762.05,6763.17,6748.33,6757.45,7.45,true,9.41,0,6.7,true,14.51,2.23,13.04,true,22.59,2.23,9.61,true,true,true,22.59,2.23,8.68
132,2026-03-06 12:05:00,2026-03-06,12:05:00,6750,6748,6752,from_above,6766.92,6766.62,6766.7,6750.51,6753.73,3.73,true,6.44,0,2.54,true,14.01,1.56,8.68,true,14.01,10.24,-7.54,true,true,true,14.01,15.73,5.28
133,2026-03-06 12:25:00,2026-03-06,12:25:00,6750,6748,6752,from_above,6758.68,6758.54,6758.61,6747.5,6752.15,2.15,true,4.41,0,4.27,true,4.41,15.73,-9.87,true,4.41,15.73,-5.24,false,false,true,23.18,15.73,9.94
134,2026-03-06 12:50:00,2026-03-06,12:50:00,6750,6748,6752,from_below,6746.83,6746.75,6752.14,6744.12,6746.47,3.53,true,6.52,0.67,5.24,true,6.52,7.03,-5.28,true,6.52,23.18,-16.31,false,false,true,6.52,23.18,-2.58
135,2026-03-06 13:50:00,2026-03-06,13:50:00,6750,6748,6752,from_above,6760.43,6760.51,6760.53,6750.81,6752.58,2.58,true,6.55,0,3.69,true,9.65,0,8.67,true,16.53,0,6.45,true,true,true,18.5,0,11.72
136,2026-03-06 14:05:00,2026-03-06,14:05:00,6750,6748,6752,from_above,6752.57,6752.47,6759.65,6751.64,6758.67,8.67,true,16.53,0,14.82,true,16.53,0,6.45,true,16.53,0,10.45,true,true,true,22.01,0,12.77
137,2026-03-06 15:10:00,2026-03-06,15:10:00,6750,6748,6752,from_above,6762.77,6762.74,6763.77,6747.58,6752.38,2.38,true,6.92,1.83,2,true,6.92,17.41,-15.5,true,6.92,25.17,-12.31,false,false,false,6.92,25.17,
138,2026-03-09 09:40:00,2026-03-09,09:40:00,6650,6648,6652,from_above,6658.94,6659.15,6659.49,6648.38,6654.66,4.66,true,10.13,4.15,-1.68,true,10.13,11.41,2.35,true,21.37,13.96,-6.99,true,true,true,30.28,13.96,30.28
139,2026-03-09 10:15:00,2026-03-09,10:15:00,6650,6648,6652,from_below,6643.01,6643.14,6652.84,6641.09,6651.61,-1.61,true,6.85,17.31,-15.3,true,6.85,17.31,-11.82,true,6.85,39.55,-37.79,false,false,true,6.85,55.03,-50.37
140,2026-03-09 11:00:00,2026-03-09,11:00:00,6700,6698,6702,from_below,6688.2,6687.97,6698.08,6687.97,6696.94,3.06,true,8.6,0,8.1,true,8.6,5.03,-0.37,true,8.6,11.17,-1.01,false,false,true,8.6,13.29,-8.93
141,2026-03-09 11:30:00,2026-03-09,11:30:00,6700,6698,6702,from_above,6710.01,6710.1,6710.14,6699.86,6701.01,1.01,true,1.86,2.25,-0.68,true,6.31,3.19,3.49,true,13.29,3.19,8.93,true,true,true,27.23,3.19,20.04
142,2026-03-09 13:25:00,2026-03-09,13:25:00,6700,6698,6702,from_above,6702.54,6702.56,6702.84,6699.71,6700.94,0.94,true,3.09,1.25,0.54,true,3.09,6.74,-5.28,true,4.83,6.74,0.33,false,false,true,19.66,6.74,13.02
143,2026-03-09 15:20:00,2026-03-09,15:20:00,6750,6748,6752,from_below,6745.5,6743.87,6768.6,6742.62,6764.2,-14.2,true,0,36.48,-36.28,true,0,60.44,-58.75,true,0,60.44,-34.56,false,false,false,0,60.44,
144,2026-03-09 15:35:00,2026-03-09,15:35:00,6800,6798,6802,from_below,6796.17,6796.23,6810.44,6785.6,6808.75,-8.75,true,17.25,8.75,8.03,true,18.81,8.75,15.44,true,18.81,8.75,4.02,true,true,false,18.81,8.75,
145,2026-03-09 15:55:00,2026-03-09,15:55:00,6800,6798,6802,from_below,6784.56,6785.88,6799.54,6783.01,6796.23,3.77,true,4.11,0,4.05,false,4.11,0,,false,4.11,0,,,,false,4.11,0,
146,2026-03-10 09:30:00,2026-03-10,09:30:00,6800,6798,6802,from_below,6795.98,6794.82,6798.96,6785.65,6788.26,11.74,true,19.02,0,12.86,true,29.18,0,15.58,true,37.95,0,27.45,true,true,true,40.26,2.24,-0.73
147,2026-03-10 10:30:00,2026-03-10,10:30:00,6800,6798,6802,from_below,6787.78,6787.81,6802.24,6787.81,6800.73,-0.73,true,1.45,7.31,-7.31,true,1.45,14.51,-14.08,true,1.45,28.01,-26.03,false,false,true,1.45,28.01,-16.99
148,2026-03-10 14:10:00,2026-03-10,14:10:00,6800,6798,6802,from_above,6826.82,6826.87,6831.22,6799.36,6799.36,-0.64,true,8.92,10.41,-6.87,true,11.84,13.46,4.77,true,14.42,13.46,-0.27,true,true,true,14.42,13.46,0.96
149,2026-03-11 10:00:00,2026-03-11,10:00:00,6800,6798,6802,from_below,6790.54,6790.71,6811.15,6789.79,6795.85,4.15,true,12.73,1.53,8.08,true,18.06,1.53,10.47,true,36.37,1.53,34.24,true,true,true,36.37,1.53,10.81
150,2026-03-11 11:45:00,2026-03-11,11:45:00,6750,6748,6752,from_above,6754.54,6754.16,6754.4,6748.13,6751.78,1.78,true,10.65,0,10.41,true,10.84,2.52,-2.14,true,10.84,2.89,0.55,true,true,true,21.37,2.89,14.99
151,2026-03-11 12:00:00,2026-03-11,12:00:00,6750,6748,6752,from_above,6753.49,6753.49,6753.87,6747.48,6747.86,-2.14,true,1.34,2.89,-1.53,true,6.19,2.89,0.55,true,20.36,2.89,19.79,true,true,true,26.51,2.89,23.29
152,2026-03-11 13:35:00,2026-03-11,13:35:00,6750,6748,6752,from_above,6773.11,6773.22,6774.66,6745.59,6754.94,4.94,true,10.5,0,6.77,true,18.14,0,12.47,true,18.14,0,5.1,true,true,true,18.14,0.83,12.43
153,2026-03-11 14:10:00,2026-03-11,14:10:00,6750,6748,6752,from_above,6755.1,6755.15,6755.55,6749.17,6754.81,4.81,true,10.69,0,9.56,true,16.05,0,14.36,true,16.93,0,12.12,true,true,true,18.38,0,6.79
154,2026-03-12 09:45:00,2026-03-12,09:45:00,6700,6698,6702,from_above,6715.33,6715.08,6715.08,6698.9,6711.61,11.61,true,18.63,0,2,true,19.37,7.3,13.9,true,22.83,7.3,7.99,true,true,true,22.83,15.23,-4.56
155,2026-03-12 10:25:00,2026-03-12,10:25:00,6700,6698,6702,from_above,6704.65,6704.88,6709.78,6692.49,6692.65,-7.35,true,0,12.82,-9.93,true,1.01,15.23,-0.12,true,15.2,15.23,-4.37,false,true,true,15.2,19.9,-8.02
156,2026-03-12 10:40:00,2026-03-12,10:40:00,6700,6698,6702,from_below,6690.53,6690.51,6701.01,6686.98,6699.88,0.12,true,6.54,15.2,4.56,true,7.98,15.2,4.37,true,19.9,15.2,15.42,true,true,true,19.9,15.2,-9.68
157,2026-03-12 10:55:00,2026-03-12,10:55:00,6700,6698,6702,from_below,6695.35,6695.31,6699.42,6694.48,6695.63,4.37,true,11.76,0,7.04,true,19.9,0,15.42,true,19.9,0,8.02,true,true,true,19.9,12.93,-3.69
158,2026-03-12 11:35:00,2026-03-12,11:35:00,6700,6698,6702,from_below,6689.49,6689.25,6708.79,6683.11,6708.35,-8.35,true,1.6,12.93,-9.68,true,3.84,12.93,-6.08,true,11.94,13.32,10.56,false,true,true,11.94,22.89,-11.33
159,2026-03-12 12:05:00,2026-03-12,12:05:00,6700,6698,6702,from_above,6710.64,6710.71,6713.32,6688.06,6689.44,-10.56,true,0,11.37,-0.67,true,22.89,11.37,8.94,true,22.89,11.37,11.33,true,true,true,22.89,11.37,-0.12
160,2026-03-12 12:25:00,2026-03-12,12:25:00,6700,6698,6702,from_above,6708.94,6708.89,6708.89,6697.88,6698.21,-1.79,true,7.1,4.85,4.03,true,12.39,4.85,7.93,true,12.39,8,-1.04,true,true,true,13.04,8.49,-3.58
161,2026-03-12 12:45:00,2026-03-12,12:45:00,6700,6698,6702,from_above,6707.93,6707.9,6708.02,6692.11,6699.3,-0.7,true,2.89,8,-4.94,true,7.67,8,7.64,true,13.04,8,-7.51,true,true,true,13.04,9.61,-6.8
162,2026-03-12 14:00:00,2026-03-12,14:00:00,6700,6698,6702,from_below,6692.28,6692.23,6699.69,6692.23,6696.5,3.5,true,6.84,1.67,2.71,true,7.11,2.34,6.4,true,11.68,2.34,10.61,true,true,true,20.05,2.34,15.95
163,2026-03-13 09:35:00,2026-03-13,09:35:00,6700,6698,6702,from_above,6707.43,6707.14,6716.12,6700.3,6712.9,12.9,true,29.72,0,29.59,true,33.3,0,26.54,true,33.3,0,3.04,true,true,true,33.3,12.21,-0.42
164,2026-03-13 10:10:00,2026-03-13,10:10:00,6700,6698,6702,from_above,6703.04,6703.18,6704.33,6698.6,6700.1,0.1,true,0.22,12.21,-8.6,true,1.74,12.21,-0.99,true,11.72,16.88,-16.72,false,true,true,11.72,44.32,-22.19
165,2026-03-13 11:35:00,2026-03-13,11:35:00,6650,6648,6652,from_above,6660.79,6660.86,6662.35,6650.08,6656.97,6.97,true,7.26,6.82,-3.66,true,9.9,7.28,-1.54,true,9.9,8.48,4.1,true,false,true,11.47,8.48,4.36
166,2026-03-13 13:05:00,2026-03-13,13:05:00,6650,6648,6652,from_below,6644.52,6644.65,6650.44,6641.88,6649.34,0.66,true,5.87,6.19,-6.19,true,5.87,10.28,-4.13,true,5.87,10.28,-1.34,false,false,true,18.65,10.28,9.08
167,2026-03-13 13:20:00,2026-03-13,13:20:00,6650,6648,6652,from_above,6657.4,6657.38,6657.63,6648.21,6654.13,4.13,true,5.61,0.84,3.67,true,5.61,2.09,1.34,true,5.61,18.65,-13.76,false,false,true,5.61,18.65,-13.36
168,2026-03-13 14:30:00,2026-03-13,14:30:00,6650,6648,6652,from_below,6643.26,6643.16,6651.57,6641.28,6649.89,0.11,true,0.98,3.54,-1.21,true,0.98,6.15,-5.79,true,3.56,7.37,3.47,false,false,true,18.29,7.37,15.03
169,2026-03-13 14:55:00,2026-03-13,14:55:00,6650,6648,6652,from_above,6655.26,6655.19,6655.19,6650.1,6652.12,2.12,true,2.15,3.56,-3.47,true,2.15,7.33,-4.78,true,2.15,18.29,-16.42,false,false,true,2.15,26.08,-18.13
170,2026-03-13 15:10:00,2026-03-13,15:10:00,6650,6648,6652,from_below,6647.23,6647.05,6649.43,6644.6,6645.22,4.78,true,5.6,0,3.9,true,18.29,0,16.42,true,26.08,0,23.44,true,true,false,26.08,0,
171,2026-03-16 09:35:00,2026-03-16,09:35:00,6700,6698,6702,from_below,6694.85,6695.09,6699.69,6694.29,6698.18,1.82,true,3.93,6,-5.53,true,3.93,16.19,-7.86,true,3.93,19.51,-17.16,false,false,true,6.31,22.87,5.32
172,2026-03-16 10:30:00,2026-03-16,10:30:00,6700,6698,6702,from_above,6713.13,6712.97,6713.07,6699.39,6699.84,-0.16,true,5.77,6.31,-5.32,true,5.77,12.09,-9.72,true,7.85,14.45,0.27,false,false,true,15.3,14.45,13.65
173,2026-03-16 10:50:00,2026-03-16,10:50:00,6700,6698,6702,from_below,6690.28,6690.26,6701.12,6685.55,6700.85,-0.85,true,1.16,7.47,-7.47,true,3.98,7.85,-2.04,true,3.98,12.48,-11.43,false,false,true,3.98,15.44,-3.73
174,2026-03-16 11:50:00,2026-03-16,11:50:00,6700,6698,6702,from_above,6710.88,6710.86,6710.86,6700.91,6703.73,3.73,true,5.31,5.21,-5.21,true,5.31,8.03,-3.28,true,5.31,16.11,-15.87,false,false,true,5.31,18.52,-4.81
175,2026-03-16 12:05:00,2026-03-16,12:05:00,6700,6698,6702,from_below,6692.4,6692.38,6700.25,6691.97,6696.72,3.28,true,4.76,0.68,1.97,true,16.11,0.68,15.87,true,18.52,0.68,9.17,true,true,true,18.52,3.7,1.34
176,2026-03-16 12:50:00,2026-03-16,12:50:00,6700,6698,6702,from_below,6695.05,6694.93,6699.37,6693.72,6695.19,4.81,true,7.29,0,6.58,true,7.29,3.7,1.34,true,7.29,6.21,-4.36,true,false,true,10.47,6.24,4.41
177,2026-03-16 13:00:00,2026-03-16,13:00:00,6700,6698,6702,from_below,6693.42,6693.54,6703.7,6693.52,6696.46,3.54,true,4.39,0.77,1.34,true,4.39,5.27,-2.2,true,4.39,6.24,-0.29,false,false,true,10.47,6.24,-0.73
178,2026-03-16 13:25:00,2026-03-16,13:25:00,6700,6698,6702,from_above,6704.36,6704.39,6706.24,6701.07,6701.69,1.69,true,4.66,1.13,0.29,true,4.66,4.03,-3.65,true,4.66,10.47,-3.05,false,false,true,9.85,10.47,7.26
179,2026-03-16 13:55:00,2026-03-16,13:55:00,6700,6698,6702,from_below,6695.59,6695.65,6698.82,6694.43,6696.95,3.05,true,3.71,0.73,-0.73,true,3.71,6.52,-4.07,true,3.71,9.85,-7.26,false,false,true,3.71,12.47,-5.65
180,2026-03-16 15:20:00,2026-03-16,15:20:00,6700,6698,6702,from_above,6703.96,6703.94,6706.22,6699.13,6701.14,1.14,true,3.2,3.72,0.98,true,3.2,3.72,-0.84,true,3.2,6.42,-4.6,false,false,false,3.2,6.42,
181,2026-03-16 15:50:00,2026-03-16,15:50:00,6700,6698,6702,from_below,6696.64,6696.6,6699.17,6693.86,6695.4,4.6,true,4.9,1.1,-0.18,false,4.9,1.1,,false,4.9,1.1,,,,false,4.9,1.1,
182,2026-03-17 09:40:00,2026-03-17,09:40:00,6750,6748,6752,from_below,6747.25,6747.92,6749,6744.69,6745.25,4.75,true,6.01,4.3,-2.9,true,6.01,4.3,1.39,true,15.88,4.3,15.77,true,true,true,24.46,4.3,7.54
183,2026-03-18 09:30:00,2026-03-18,09:30:00,6700,6698,6702,from_above,6716.08,6691.46,6699.13,6688.97,6696.88,-3.12,true,1.83,3.53,0.02,true,5.18,6.88,0.54,true,5.18,10.4,-5.73,false,false,true,5.18,32.68,-28.69
184,2026-03-18 14:50:00,2026-03-18,14:50:00,6650,6648,6652,from_above,6655.84,6655.97,6655.97,6644.09,6644.94,-5.06,true,0,6.99,-6.66,true,5.78,7.66,3.4,true,5.78,13.45,-13.14,false,false,true,5.78,24.88,-20.67
185,2026-03-19 10:00:00,2026-03-19,10:00:00,6600,6598,6602,from_below,6593.61,6594.15,6598.94,6590.75,6590.81,9.19,true,10.74,0,10.14,true,18.8,2.72,15.56,true,30.65,2.72,7.23,true,true,true,30.65,2.72,6.85
186,2026-03-19 10:10:00,2026-03-19,10:10:00,6600,6598,6602,from_below,6589.86,6590.53,6602.72,6588.59,6589.96,10.04,true,18.8,0,15.56,true,30.65,0,28.37,true,30.65,0,16.74,true,true,true,30.65,4.93,-1.47
187,2026-03-19 10:35:00,2026-03-19,10:35:00,6600,6598,6602,from_below,6592.77,6592.68,6598.01,6579.92,6582.47,17.53,true,18.42,0,16.74,true,20.05,0,14.46,true,20.05,4.93,3.23,true,true,true,27.85,4.93,24.32
188,2026-03-19 11:05:00,2026-03-19,11:05:00,6600,6598,6602,from_below,6593.15,6593.39,6604.93,6592.42,6596.77,3.23,true,4.57,1.77,-1.47,true,16.64,4.41,16.44,true,27.85,4.41,24.32,true,true,true,29.26,4.41,6.81
189,2026-03-19 12:05:00,2026-03-19,12:05:00,6600,6598,6602,from_below,6591.66,6591.77,6598.18,6590.83,6593.19,6.81,true,14.9,0,14.12,true,19.81,0,16.66,true,19.81,0,11.68,true,true,true,34.48,0,33.61
190,2026-03-19 15:00:00,2026-03-19,15:00:00,6600,6598,6602,from_below,6592.54,6592.82,6614.46,6592.63,6611.93,-11.93,true,0,36.74,-26.8,true,0,36.74,-27.72,true,0,36.74,-8.47,false,false,true,0.67,36.74,-6.48
191,2026-03-19 15:35:00,2026-03-19,15:35:00,6600,6598,6602,from_above,6608.47,6608.14,6611.57,6599.33,6611.57,11.57,true,14.14,0,11.06,true,14.14,0,5.6,false,14.14,0,,,,false,14.14,0,
192,2026-03-20 10:10:00,2026-03-20,10:10:00,6550,6548,6552,from_above,6555.35,6555.11,6558.6,6540.82,6542.91,-7.09,true,1.03,7.89,-2.11,true,1.03,8.26,-4.51,true,10.73,8.26,0.75,true,true,true,10.73,11.55,7.17
193,2026-03-20 12:30:00,2026-03-20,12:30:00,6550,6548,6552,from_above,6557.27,6557.07,6557.19,6546.3,6552.19,2.19,true,4.06,1.88,0.66,true,4.06,3.07,0.17,true,9.12,4.05,7.5,true,false,true,9.12,10.3,-9.42
194,2026-03-20 13:05:00,2026-03-20,13:05:00,6550,6548,6552,from_above,6557.5,6557.36,6557.96,6544.73,6554.43,4.43,true,6.27,0.81,-0.36,true,6.27,3.06,-0.06,true,6.27,16.94,-9.52,false,false,true,6.27,17.86,-15.18
195,2026-03-20 15:10:00,2026-03-20,15:10:00,6500,6498,6502,from_above,6505.26,6505.22,6505.39,6499.32,6503.61,3.61,true,5.68,0,5.68,true,5.73,5.97,-3.33,true,5.73,26.48,-5.33,false,false,false,8.86,26.48,
196,2026-03-20 15:50:00,2026-03-20,15:50:00,6500,6498,6502,from_below,6485.57,6485.74,6504.72,6485.02,6504.51,-4.51,true,0,8.86,-6.39,false,0,8.86,,false,0,8.86,,,,false,0,8.86,
197,2026-03-23 09:30:00,2026-03-23,09:30:00,6600,6598,6602,from_below,6506.49,6602.39,6603.58,6590.89,6592.16,7.84,true,12.06,6.47,-6.47,true,12.06,19.52,-14.47,true,12.06,32.76,-18.6,false,true,true,12.06,48.28,-34.18
198,2026-03-23 10:20:00,2026-03-23,10:20:00,6650,6648,6652,from_below,6637.19,6637.41,6648.28,6634.39,6644.99,5.01,true,17.74,0,13.94,true,21.79,0,19.27,true,23.93,0,15.95,true,true,true,23.93,1.62,3.82
199,2026-03-23 11:00:00,2026-03-23,11:00:00,6650,6648,6652,from_below,6636.41,6636.53,6651.62,6634.59,6649.99,0.01,true,4.27,0.67,1.29,true,9.77,1.26,9.54,true,18.67,1.26,17.66,true,true,true,65.64,1.26,59.49
200,2026-03-23 11:50:00,2026-03-23,11:50:00,6600,6598,6602,from_above,6612.72,6612.82,6614.92,6599.05,6599.4,-0.6,true,0,15.64,-14.32,true,0,15.64,-3.96,true,1.1,19.37,-17.27,false,false,true,1.1,34.45,-16.2
201,2026-03-23 12:05:00,2026-03-23,12:05:00,6600,6598,6602,from_below,6590.51,6590.55,6599.32,6588.04,6596.04,3.96,true,7.56,1.1,3.27,true,19.37,1.1,17.27,true,34.45,1.1,19.4,true,true,true,34.45,1.1,13.2
202,2026-03-23 13:35:00,2026-03-23,13:35:00,6600,6598,6602,from_below,6596.87,6596.95,6607.45,6596.95,6603.81,-3.81,true,8.44,3.94,5.68,true,10.15,3.94,-0.23,true,10.15,8.24,0.04,true,true,true,10.15,21.91,-15.49
203,2026-03-23 13:50:00,2026-03-23,13:50:00,6600,6598,6602,from_below,6593.4,6593.52,6600.23,6592.54,6600.23,-0.23,true,1.73,7.38,-6.96,true,7.78,8.24,0.04,true,7.78,8.24,-1.34,false,false,true,7.78,21.91,-14.41
204,2026-03-23 14:05:00,2026-03-23,14:05:00,6600,6598,6602,from_above,6607.12,6607.21,6607.56,6592.22,6599.96,-0.04,true,6,0.04,3.3,true,6,2.29,1.34,true,21.91,2.29,15.49,true,true,true,21.91,2.29,13.38
205,2026-03-23 15:15:00,2026-03-23,15:15:00,6600,6598,6602,from_above,6607.42,6607.4,6608.63,6601.84,6604.41,4.41,true,4.95,0.03,1.5,true,4.95,3.09,-0.88,true,8.64,3.09,3.65,true,false,false,8.64,19.74,
206,2026-03-24 09:30:00,2026-03-24,09:30:00,6550,6548,6552,from_above,6580.99,6540.45,6553.39,6534.26,6553.23,3.23,true,5.06,12.25,-11.37,true,5.06,24.48,-22.56,true,5.06,24.89,-1.51,false,false,true,10.95,24.89,8.78
207,2026-03-24 10:00:00,2026-03-24,10:00:00,6550,6548,6552,from_below,6540.38,6540.51,6548.56,6538.55,6548.49,1.51,true,7.83,9.99,-9.16,true,8.54,10.95,-1.07,true,8.54,10.95,-8.78,false,false,true,8.54,32.61,-25.51
208,2026-03-24 10:50:00,2026-03-24,10:50:00,6550,6548,6552,from_above,6554.46,6554.04,6582.61,6548.64,6571.8,21.8,true,30.82,0,14.61,true,30.82,0,24.96,true,40.51,0,40.39,true,true,true,45.75,0,40.83
209,2026-03-24 13:40:00,2026-03-24,13:40:00,6550,6548,6552,from_above,6559.41,6559.54,6562.84,6550.93,6551.8,1.8,true,6.15,0,4.71,true,17.8,0,17.18,true,24.37,0,14.2,true,true,true,40.66,0,29.15
210,2026-03-24 15:55:00,2026-03-24,15:55:00,6550,6548,6552,from_above,6554.63,6554.46,6557.04,6551.45,6557.04,7.04,true,7.2,0,6.36,false,7.2,0,,false,7.2,0,,,,false,7.2,0,
211,2026-03-25 09:50:00,2026-03-25,09:50:00,6600,6598,6602,from_above,6604.09,6604.36,6604.57,6593.05,6593.35,-6.65,true,0.75,9.13,-8.81,true,0.75,16.92,-3.28,true,10.72,16.92,-1.37,false,true,true,17.83,16.92,13.3
212,2026-03-25 11:05:00,2026-03-25,11:05:00,6600,6598,6602,from_above,6613.48,6613.61,6614.26,6597.91,6598.01,-1.99,true,0.59,9.35,-8.91,true,0.59,31.59,-4.78,true,7.59,31.59,-6.45,false,false,true,7.59,31.59,-7.44
213,2026-03-25 11:20:00,2026-03-25,11:20:00,6600,6598,6602,from_below,6575.95,6575.71,6598.02,6575.51,6595.22,4.78,true,6.53,3.79,-3.79,true,7.28,7.59,6.45,true,12.62,7.59,7.02,true,true,true,13.5,7.59,4.93
214,2026-03-25 11:35:00,2026-03-25,11:35:00,6600,6598,6602,from_above,6605.16,6605.22,6605.37,6592.72,6593.55,-6.45,true,0,12.62,-7.49,true,0,12.62,-7.02,true,0,13.5,-7.44,false,false,true,8.49,13.5,6.51
215,2026-03-25 11:55:00,2026-03-25,11:55:00,6600,6598,6602,from_below,6592.98,6592.98,6598.98,6590.66,6596.45,3.55,true,9.57,0,9.28,true,13.5,0,8.5,true,13.5,5.4,0.51,true,true,true,13.5,8.49,-3
216,2026-03-25 12:25:00,2026-03-25,12:25:00,6600,6598,6602,from_below,6595.07,6599.5,6605.4,6598.66,6599.49,0.51,true,3.02,8.49,-6.56,true,3.02,8.49,-6.08,true,3.02,8.49,-3,false,false,true,4.55,8.49,-6.45
217,2026-03-25 12:45:00,2026-03-25,12:45:00,6600,6598,6602,from_above,6606.08,6605.86,6606.32,6600.96,6601.96,1.96,true,6.54,2.32,6.16,true,7.54,2.32,1.67,true,7.54,4.55,-1.35,true,false,true,18.53,4.55,7.06
218,2026-03-25 13:30:00,2026-03-25,13:30:00,6600,6598,6602,from_above,6606.45,6606.42,6607.82,6601.97,6607.55,7.55,true,12.55,0,12.22,true,18.53,0,7.06,true,18.53,0.35,4.15,true,true,true,18.53,0.35,2.48
219,2026-03-25 13:50:00,2026-03-25,13:50:00,6600,6598,6602,from_above,6607.06,6607,6609.27,6599.86,6600.57,0.57,true,12.19,0.35,4.94,true,12.19,0.35,3.96,true,12.19,0.35,5.61,true,true,true,12.19,4.2,-2.59
220,2026-03-25 14:05:00,2026-03-25,14:05:00,6600,6598,6602,from_above,6604.15,6604.15,6607.7,6601.48,6603.96,3.96,true,6.5,0,5.22,true,10.17,0,5.61,true,10.17,0,1.82,true,true,true,10.17,18.15,-13.68
221,2026-03-25 14:25:00,2026-03-25,14:25:00,6600,6598,6602,from_above,6605.61,6605.69,6606.18,6600.43,6600.67,0.67,true,3.64,0,2.48,true,3.64,2.84,-0.4,true,3.64,16.51,-9.17,false,false,true,3.64,18.15,-8.68
222,2026-03-25 15:20:00,2026-03-25,15:20:00,6600,6598,6602,from_below,6594.24,6594.18,6598.72,6593.68,6595.83,4.17,true,8.88,0,8.68,true,16.32,0,13.12,true,16.32,0,7.76,true,true,false,16.32,0,
