event_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,favorable_60m_points,adverse_60m_points,close_move_60m_points
11,2026-02-04 13:00:00,2026-02-04,13:00:00,6850,6848,6852,from_above,6858.32,6858.37,6859.94,6848.2,6853.73,3.73,true,11.32,4.64,-4.54,true,11.32,4.97,-3.76,true,21.44,4.97,6.53,true,true,true,26.85,4.97,13.26
12,2026-02-04 14:45:00,2026-02-04,14:45:00,6900,6898,6902,from_below,6887.88,6887.97,6904.36,6886.1,6895.73,4.27,true,6.17,6.57,0.18,true,6.17,6.57,0.13,true,10.46,6.57,2.99,true,true,true,10.46,6.57,-4.11
13,2026-02-05 09:40:00,2026-02-05,09:40:00,6850,6848,6852,from_below,6845.67,6845.98,6855.45,6835.95,6852.85,-2.85,true,5.54,4.67,-0.16,true,26.5,7.85,22.68,true,60.81,7.85,60.81,true,true,true,69.54,7.85,49.87
14,2026-02-05 10:10:00,2026-02-05,10:10:00,6800,6798,6802,from_above,6809.95,6809.84,6812.52,6789.19,6789.19,-10.81,true,5.99,12.18,2.37,true,5.99,16.97,-12.86,true,5.99,19.54,0.13,false,false,true,5.99,19.87,-19.87
15,2026-02-05 10:35:00,2026-02-05,10:35:00,6800,6798,6802,from_below,6781.66,6781.78,6799.85,6781.11,6798.26,1.74,true,7.4,5.68,-0.13,true,17.53,5.68,11.15,true,18.42,5.68,17.67,true,true,true,19.87,28.86,-23.26
16,2026-02-05 11:15:00,2026-02-05,11:15:00,6800,6798,6802,from_below,6780.13,6780.64,6804.61,6780.64,6802.91,-2.91,true,0,14,-11.71,true,0,26.44,-25.91,true,0,28.86,-21.79,false,false,true,0,36.27,-19.09
17,2026-02-05 13:50:00,2026-02-05,13:50:00,6800,6798,6802,from_above,6806.28,6806.25,6806.25,6798.81,6801.12,1.12,true,7.14,1.52,4.44,true,17.89,1.52,16.98,true,35.65,1.52,33.51,true,true,true,35.65,1.52,8.66
18,2026-02-05 15:20:00,2026-02-05,15:20:00,6800,6798,6802,from_above,6808.36,6808.51,6809.38,6799.58,6801.09,1.09,true,1.69,2.15,-0.96,true,2.5,7.53,-2.24,true,4.71,16.34,-7.84,false,false,false,4.71,16.34,
19,2026-02-05 15:55:00,2026-02-05,15:55:00,6800,6798,6802,from_below,6792.16,6790.92,6801.34,6790.92,6799.98,0.02,true,2.34,0,1.61,false,2.34,0,,false,2.34,0,,,,false,2.34,0,
20,2026-02-06 09:30:00,2026-02-06,09:30:00,6850,6848,6852,from_below,6798.39,6833.32,6867.19,6830.55,6860.92,-10.92,true,0,22.69,-19.18,true,0,31.07,-27.61,true,0,37.13,-11.28,false,false,true,0,37.13,-33.74
21,2026-02-06 11:20:00,2026-02-06,11:20:00,6900,6898,6902,from_below,6892.1,6892.21,6898.91,6892.19,6895.17,4.83,true,11.62,0,7.25,true,11.62,1.35,0.32,true,11.62,2.12,-0.01,true,true,true,11.62,5.83,-1.81
22,2026-02-06 11:30:00,2026-02-06,11:30:00,6900,6898,6902,from_below,6892.75,6893.17,6898.3,6893.17,6898.3,1.7,true,1.7,1.35,0.32,true,3.61,2.12,-0.47,true,7.99,2.12,0.49,true,false,true,7.99,11.66,-9.52
23,2026-02-06 12:35:00,2026-02-06,12:35:00,6900,6898,6902,from_above,6909.52,6909.62,6909.62,6901.17,6902.35,2.35,true,7.05,0,6.92,true,16.85,0,13.54,true,17.64,0,12.88,true,true,true,17.64,0,14.81
24,2026-02-09 10:15:00,2026-02-09,10:15:00,6950,6948,6952,from_below,6939.38,6939.58,6948.52,6939.4,6948.33,1.67,true,5.52,0.81,4.36,true,11.11,4.69,-4.49,true,11.11,9.72,-9.68,true,true,true,11.11,18.23,-13.1
25,2026-02-09 10:30:00,2026-02-09,10:30:00,6950,6948,6952,from_below,6941.14,6941.17,6954.69,6941.17,6954.49,-4.49,true,0,9.49,-4.6,true,0,9.72,-9.68,true,0,18.23,-17.78,false,false,true,0,19.7,-17.72
26,2026-02-10 13:30:00,2026-02-10,13:30:00,6950,6948,6952,from_above,6955.48,6955.54,6957.14,6951.07,6953.2,3.2,true,9.21,0,7.91,true,9.21,0,1.85,true,9.35,0.36,5.79,true,false,true,12.01,0.36,8.44
27,2026-02-10 13:45:00,2026-02-10,13:45:00,6950,6948,6952,from_above,6956.84,6956.85,6956.85,6951.33,6951.85,1.85,true,3.67,0.36,-0.12,true,9.35,0.36,5.79,true,9.35,0.36,3.82,true,false,true,12.01,0.36,8.62
28,2026-02-10 15:25:00,2026-02-10,15:25:00,6950,6948,6952,from_above,6954.89,6954.92,6956.13,6951.83,6953.79,3.79,true,6.45,0,1.93,true,6.45,0.07,0.96,true,6.45,12.47,-5.98,false,false,false,6.45,12.47,
29,2026-02-11 10:05:00,2026-02-11,10:05:00,6950,6948,6952,from_above,6957.09,6957.22,6957.96,6947.31,6948.22,-1.78,true,0,21.21,-12.36,true,0,35.75,-34.44,true,0,38.03,-16.51,false,false,true,0,38.03,-14.28
30,2026-02-11 11:10:00,2026-02-11,11:10:00,6950,6948,6952,from_below,6935.72,6935.73,6949.34,6935.43,6949.12,0.88,true,5.5,0,1.25,true,10.56,5.34,10.56,true,13.37,5.34,-0.83,true,true,true,15.32,5.34,5.71
31,2026-02-11 11:40:00,2026-02-11,11:40:00,6950,6948,6952,from_below,6947.92,6948.03,6953.7,6948.03,6950.83,-0.83,true,4.16,3.05,2.77,true,9.28,3.05,8.86,true,15.32,3.05,5.71,true,true,true,15.32,8.87,-8
32,2026-02-11 12:15:00,2026-02-11,12:15:00,6950,6948,6952,from_below,6944.29,6944.29,6950.74,6941.97,6946.25,3.75,true,6.92,1.79,-1.48,true,6.92,8.57,-2.95,true,6.92,9.03,-8.43,false,false,true,15.04,10.27,8.25
33,2026-02-11 12:55:00,2026-02-11,12:55:00,6950,6948,6952,from_above,6956.06,6955.97,6956,6946.61,6948.19,-1.81,true,0,5.6,-2.87,true,0,13.96,-12.94,true,0,15.04,-1.13,false,false,true,0.9,15.04,-2.08
34,2026-02-11 13:25:00,2026-02-11,13:25:00,6950,6948,6952,from_below,6943.13,6943.09,6949.53,6941.7,6948.87,1.13,true,6.05,0.36,6.05,true,7.39,0.36,5.55,true,8.32,0.9,2.08,true,false,true,8.32,10.08,-8.59
35,2026-02-11 14:45:00,2026-02-11,14:45:00,6950,6948,6952,from_above,6957.91,6957.88,6957.96,6944.82,6952.52,2.52,true,3.46,0.31,1.21,true,3.46,1.54,1.16,true,3.46,2.72,-1.68,true,false,true,3.46,10.23,0.14
36,2026-02-11 15:40:00,2026-02-11,15:40:00,6950,6948,6952,from_below,6946.42,6946.82,6949.82,6945.13,6945.55,4.45,true,4.56,0.3,-0.14,true,8.83,0.3,8.83,false,9.8,0.3,,,,false,9.8,0.3,
37,2026-02-12 09:50:00,2026-02-12,09:50:00,6950,6948,6952,from_above,6956.7,6952.52,6959.16,6951.28,6957.3,7.3,true,7.3,7.36,-4.08,true,7.3,8.87,-6.85,true,7.3,8.87,0.32,false,false,true,7.3,34.59,-34.59
38,2026-02-12 11:00:00,2026-02-12,11:00:00,6900,6898,6902,from_above,6905.37,6905.41,6906.76,6899.27,6900.6,0.6,true,1.04,11.82,-10.62,true,1.04,29.32,-25.87,true,1.04,45.06,-36.7,false,false,true,1.04,45.62,-36.9
39,2026-02-12 12:55:00,2026-02-12,12:55:00,6850,6848,6852,from_above,6856.55,6856.42,6859.08,6849.38,6849.79,-0.21,true,5.06,5.74,0.01,true,10.48,5.74,2.21,true,10.48,7.55,1.2,true,true,true,23.14,7.55,16.82
40,2026-02-12 15:25:00,2026-02-12,15:25:00,6850,6848,6852,from_above,6856.94,6857.08,6857.2,6851.13,6851.87,1.87,true,3.28,4.72,-1.12,true,3.28,5.81,-4.14,true,3.28,25.96,-16.47,false,false,false,3.28,25.96,
41,2026-02-13 09:40:00,2026-02-13,09:40:00,6800,6798,6802,from_above,6817.25,6817.57,6823.2,6794.55,6822.42,22.42,true,46.67,0,33.24,true,46.67,0,16.56,true,47.17,0,33.14,true,true,true,64.25,0,35.01
42,2026-02-13 10:25:00,2026-02-13,10:25:00,6850,6848,6852,from_below,6831.59,6831.23,6851.65,6830.32,6848.52,1.48,true,1.48,13.47,-10.01,true,15.28,14.25,14.99,true,22.78,14.25,5.55,true,true,true,22.78,14.25,-5.4
43,2026-02-13 10:55:00,2026-02-13,10:55:00,6850,6848,6852,from_below,6845.11,6844.85,6849.96,6841.95,6844.45,5.55,true,6.09,2.91,-2.91,true,6.09,11.2,-2.49,true,11.76,11.2,-5.4,true,true,true,11.76,23.75,-16.84
44,2026-02-13 11:10:00,2026-02-13,11:10:00,6850,6848,6852,from_above,6859.12,6859.24,6859.28,6846.32,6852.49,2.49,true,9.16,0,0.67,true,9.16,11.76,5.4,true,15,11.76,14.87,true,true,true,29.6,11.76,29.26
45,2026-02-13 14:50:00,2026-02-13,14:50:00,6850,6848,6852,from_above,6857.19,6857.44,6858.09,6850.62,6851.48,1.48,true,4.15,7.59,-7.19,true,4.15,7.59,-0.23,true,4.15,13.81,-13.81,false,false,true,4.15,32.38,-15.72
46,2026-02-17 09:50:00,2026-02-17,09:50:00,6800,6798,6802,from_above,6819.75,6820.15,6822.33,6793.68,6794.94,-5.06,true,0,16.67,-16.13,true,2.54,19.52,-7.98,true,14.83,19.52,-3.84,false,true,true,14.83,24.5,-3.05
47,2026-02-17 10:00:00,2026-02-17,10:00:00,6800,6798,6802,from_below,6783.87,6783.57,6799.52,6780.48,6799.52,0.48,true,8.44,2.54,7.98,true,15.54,14.83,-14.01,true,24.16,14.83,22.11,true,true,true,24.5,15.85,-13.34
48,2026-02-17 10:15:00,2026-02-17,10:15:00,6800,6798,6802,from_below,6787.58,6787.62,6814.83,6786.66,6814.01,-14.01,true,4.71,14.41,3.84,true,24.16,14.41,22.11,true,24.5,14.41,5.59,true,true,true,24.5,46.6,-45.6
49,2026-02-17 10:45:00,2026-02-17,10:45:00,6800,6798,6802,from_below,6783.42,6783.39,6798.61,6782.78,6794.41,5.59,true,11.91,0,3.05,true,11.91,15.85,-13.34,true,11.91,46.6,-45.6,false,true,true,11.91,49.56,-34.73
50,2026-02-17 11:20:00,2026-02-17,11:20:00,6850,6848,6852,from_below,6845.6,6845.3,6849.56,6841.23,6848.5,1.5,true,16.27,0,15.9,true,23.09,0,7.54,true,23.09,0,7.64,true,true,true,26.75,0,21.22
51,2026-02-17 13:35:00,2026-02-17,13:35:00,6850,6848,6852,from_below,6845.29,6845.27,6851.4,6841.24,6851.4,-1.4,true,0,8.59,-4.27,true,0,11.96,-11.59,true,0,15.17,-7.83,false,false,true,0,16.73,-13.14
52,2026-02-17 15:05:00,2026-02-17,15:05:00,6850,6848,6852,from_above,6855.84,6855.91,6856.56,6851.6,6852.05,2.05,true,3.11,0,3.11,true,5.13,4.95,-3.87,true,5.13,11.61,-10.35,false,false,false,5.13,12.26,
53,2026-02-17 15:40:00,2026-02-17,15:40:00,6850,6848,6852,from_below,6839.65,6839.69,6850.52,6839.35,6848.36,1.64,true,6.22,0,3.89,true,12.26,0,5.01,false,12.26,0,,,,false,12.26,0,
54,2026-02-18 09:30:00,2026-02-18,09:30:00,6850,6848,6852,from_below,6843.21,6859.82,6862.33,6849.66,6853.39,-3.39,true,0,14.32,-10.87,true,0,22.69,-5.82,true,0,44.35,-44.21,false,false,true,0,52.99,-42.1
55,2026-02-18 10:05:00,2026-02-18,10:05:00,6900,6898,6902,from_below,6894.21,6894.31,6899.33,6890.88,6893.16,6.84,true,11.08,0,3.49,true,11.08,2.99,4.46,true,11.08,2.99,1.26,true,true,true,11.08,7.85,-2.08
56,2026-02-18 10:15:00,2026-02-18,10:15:00,6900,6898,6902,from_below,6896.51,6896.42,6902.99,6895.71,6897.64,2.36,true,4.65,0.09,4.46,true,8.05,0.09,7.9,true,8.17,4.54,-1.92,true,false,true,8.17,7.85,-0.32
57,2026-02-18 10:35:00,2026-02-18,10:35:00,6900,6898,6902,from_below,6892.1,6892.09,6899.09,6891.83,6898.74,1.26,true,1.94,3.11,-1.38,true,1.94,4.54,-2.9,true,1.94,7.85,-2.08,false,false,true,1.94,7.85,-3.78
58,2026-02-18 11:00:00,2026-02-18,11:00:00,6900,6898,6902,from_above,6903.88,6903.92,6904.39,6901.05,6904.06,4.06,true,7.85,0,2.08,true,7.85,0,0.32,true,7.85,1.24,2.87,true,false,true,7.85,7.32,-0.3
59,2026-02-18 12:00:00,2026-02-18,12:00:00,6900,6898,6902,from_below,6893.8,6893.92,6899.76,6892.68,6899.7,0.3,true,0.3,6.89,-2.84,true,1.64,6.89,-4.13,true,2.6,6.89,2.33,false,false,true,2.6,9.12,-5.87
60,2026-02-18 12:25:00,2026-02-18,12:25:00,6900,6898,6902,from_above,6903.11,6903.11,6903.11,6900.07,6900.51,0.51,true,2.2,2.6,-2.33,true,2.2,2.6,-1.18,true,5.84,2.6,2.73,true,false,true,9.12,6.29,-4.14
61,2026-02-18 13:20:00,2026-02-18,13:20:00,6900,6898,6902,from_above,6903.34,6903.43,6903.67,6899.35,6899.57,-0.43,true,0.63,6.29,-4.14,true,0.63,6.98,-5.1,true,0.63,20.67,-12.13,false,false,true,0.63,20.75,-15.18
62,2026-02-18 13:35:00,2026-02-18,13:35:00,6900,6898,6902,from_below,6895.81,6895.78,6898.29,6894.87,6894.9,5.1,true,14.97,0,11.26,true,20.67,0,12.13,true,20.67,0,14.59,true,true,true,33,0,29.85
63,2026-02-19 09:35:00,2026-02-19,09:35:00,6850,6848,6852,from_above,6857.14,6857.34,6857.75,6842.82,6854.08,4.08,true,15.22,2.49,14.32,true,19.88,2.49,16.17,true,29.12,2.49,11.52,true,true,true,29.12,2.49,21.56
64,2026-02-19 11:45:00,2026-02-19,11:45:00,6850,6848,6852,from_above,6853.47,6853.34,6856.79,6847.36,6848.68,-1.32,true,7.57,5.32,6.94,true,7.57,5.32,-2.58,true,8.82,5.52,8.05,true,false,true,14.04,8.83,-6.09
65,2026-02-19 12:35:00,2026-02-19,12:35:00,6850,6848,6852,from_above,6855.85,6855.79,6857.97,6851.92,6855.33,5.33,true,8.92,0,4.83,true,8.92,10.12,-7.33,true,8.92,11.83,-6.31,false,false,true,8.92,16.94,-7.92
66,2026-02-19 12:45:00,2026-02-19,12:45:00,6850,6848,6852,from_above,6854.83,6854.78,6854.97,6841.17,6843.91,-6.09,true,0,10.12,-7.33,true,0,11.83,-11.45,true,0.8,12.42,-12.09,false,false,true,1.09,16.94,0.43
67,2026-02-19 13:10:00,2026-02-19,13:10:00,6850,6848,6852,from_below,6843.69,6843.6,6850.8,6841.35,6849.92,0.08,true,12.42,0,12.09,true,16.94,0,8.93,true,16.94,0,5.84,true,true,true,16.94,7.2,-3.6
68,2026-02-19 13:45:00,2026-02-19,13:45:00,6850,6848,6852,from_below,6844.16,6844.08,6851.09,6844.07,6850.43,-0.43,true,2.82,2.03,-0.26,true,2.82,5.12,-2.55,true,2.82,7.2,-6.58,false,false,true,13.14,7.26,8.23
69,2026-02-19 14:25:00,2026-02-19,14:25:00,6850,6848,6852,from_above,6856.76,6856.77,6857.1,6847.9,6849.41,-0.59,true,2.09,1.11,0.48,true,2.09,13.14,-8.11,true,2.09,13.14,-7.43,false,false,true,2.09,13.14,-4.42
70,2026-02-19 15:00:00,2026-02-19,15:00:00,6850,6848,6852,from_below,6842.57,6842.57,6851.52,6842.45,6849.9,0.1,true,3.23,0,3.04,true,6.25,0,1.18,true,6.25,2.42,-0.05,true,false,true,6.25,11.95,-11.88
71,2026-02-19 15:30:00,2026-02-19,15:30:00,6850,6848,6852,from_below,6845.58,6845.56,6852.42,6845.25,6850.05,-0.05,true,2.23,1.19,0.87,true,3.47,6.68,-5.77,true,3.47,11.95,-11.88,false,false,false,3.47,11.95,
72,2026-02-20 09:30:00,2026-02-20,09:30:00,6850,6848,6852,from_above,6861.88,6841.74,6852.08,6836.33,6850.81,0.81,true,10.32,1.69,5.11,true,19.98,1.69,8.17,true,59.87,1.69,36.03,true,true,true,59.87,1.69,28.36
73,2026-02-20 09:50:00,2026-02-20,09:50:00,6850,6848,6852,from_above,6858.17,6857.96,6859.45,6851.77,6857.56,7.56,true,16.93,0,15.76,true,59.87,0,36.72,true,59.87,0,40.6,true,true,true,59.87,0,55.19
74,2026-02-20 10:00:00,2026-02-20,10:00:00,6900,6898,6902,from_below,6865.76,6865.15,6909.87,6865.15,6886.03,13.97,true,35.9,0,13.28,true,40.37,0,18.23,true,40.37,0,21.64,true,true,true,40.37,8.83,-6.06
75,2026-02-20 10:45:00,2026-02-20,10:45:00,6900,6898,6902,from_below,6897.99,6897.69,6903.49,6890.82,6898.81,1.19,true,6.17,7.07,-5.19,true,6.17,8.83,-6.06,true,12.66,8.83,7.31,true,true,true,23.65,8.83,-7.2
76,2026-02-20 11:00:00,2026-02-20,11:00:00,6900,6898,6902,from_above,6905.87,6905.84,6908.83,6901.17,6906.06,6.06,true,6.13,0,1.11,true,6.13,12.66,-7.31,true,6.13,23.65,-10.16,false,false,true,8.11,23.65,-3.66
77,2026-02-20 11:35:00,2026-02-20,11:35:00,6900,6898,6902,from_below,6889.84,6890.02,6898.03,6885.44,6897.87,2.13,true,4.15,5.41,-1.85,true,4.15,8.11,-6.6,true,12.15,8.11,12.15,true,true,true,41.48,8.11,23.54
78,2026-02-20 11:55:00,2026-02-20,11:55:00,6900,6898,6902,from_above,6906.6,6906.52,6907.31,6901.51,6902.04,2.04,true,4.7,3.7,-3.66,true,4.7,21.52,-21.14,true,4.7,41.48,-31.96,false,false,true,4.7,41.48,-8.53
79,2026-02-20 13:30:00,2026-02-20,13:30:00,6900,6898,6902,from_below,6883.13,6882.91,6903.91,6876.25,6894.74,5.26,true,17.93,0.38,6.18,true,17.93,15.86,-8.64,true,17.93,15.86,-11.41,true,true,true,17.93,15.86,-4.28
80,2026-02-20 13:50:00,2026-02-20,13:50:00,6900,6898,6902,from_above,6908.64,6908.52,6911.91,6901.7,6910.99,10.99,true,12.29,0,9.67,true,14.05,0,7.49,true,14.05,0.46,3.61,true,true,true,14.05,4.68,-1.84
81,2026-02-20 14:10:00,2026-02-20,14:10:00,6900,6898,6902,from_above,6907.49,6907.56,6907.96,6901.14,6901.56,1.56,true,2.26,0.46,0.28,true,6.23,0.69,2.13,true,7.46,3.07,-2.72,true,false,true,9.43,4.68,8.13
82,2026-02-20 14:35:00,2026-02-20,14:35:00,6900,6898,6902,from_above,6904.28,6904.48,6905.03,6900.83,6901.25,1.25,true,2.95,3.07,-2.72,true,2.95,4.68,-1.84,true,9.43,4.68,6.84,true,false,true,9.43,4.68,3.62
83,2026-02-20 15:20:00,2026-02-20,15:20:00,6900,6898,6902,from_above,6902.84,6902.58,6903.2,6899.53,6901.62,1.62,true,2.09,1.9,0.26,true,3.92,1.9,3.62,true,7.75,1.9,5.33,true,false,false,10.08,1.9,
84,2026-02-20 15:50:00,2026-02-20,15:50:00,6900,6898,6902,from_above,6904.53,6904.44,6906.53,6900.86,6905.33,5.33,true,9.87,0,9.86,false,10.08,0,,false,10.08,0,,,,false,10.08,0,
85,2026-02-23 09:30:00,2026-02-23,09:30:00,6900,6898,6902,from_above,6909.52,6893.51,6914.72,6893.51,6910.41,10.41,true,16.96,0,13.99,true,16.96,15.18,-14.12,true,16.96,31.19,-31.03,false,true,true,16.96,43.86,-43.75
86,2026-02-23 09:40:00,2026-02-23,09:40:00,6900,6898,6902,from_above,6913.99,6913.76,6913.76,6892.45,6892.82,-7.18,true,0,15.18,-14.12,true,0,19.8,-18.11,true,0,37.7,-36.33,false,false,true,0,49.25,-47.68
87,2026-02-23 09:50:00,2026-02-23,09:50:00,6900,6898,6902,from_below,6885.88,6885.95,6898.08,6885.45,6887.54,12.46,true,19.8,0,18.11,true,36.64,0,35.03,true,38.75,0,34.94,true,true,true,56.96,0,56.26
88,2026-02-23 10:40:00,2026-02-23,10:40:00,6850,6848,6852,from_above,6857.35,6857.38,6858.19,6850.75,6852.32,2.32,true,5.17,0.06,1.48,true,5.17,11.72,-11.16,true,5.17,28.11,-27.55,false,false,true,5.17,30.18,-8.93
89,2026-02-23 13:15:00,2026-02-23,13:15:00,6850,6848,6852,from_below,6847.53,6847.44,6850.03,6846.38,6847.6,2.4,true,2.58,4.4,-3.9,true,2.58,5.53,-3.69,true,5.32,5.54,1.11,false,false,true,17.49,5.54,15.89
90,2026-02-23 13:30:00,2026-02-23,13:30:00,6850,6848,6852,from_above,6854.24,6854.34,6854.54,6851.17,6853.69,3.69,true,5.54,0,0.59,true,5.54,5.32,-1.11,true,5.54,15.58,-15.12,false,false,true,5.54,21.98,-20.73
91,2026-02-24 09:40:00,2026-02-24,09:40:00,6850,6848,6852,from_below,6837.78,6838.09,6859.21,6838.06,6858.72,-8.72,true,0,20.29,-14.83,true,6.16,20.29,2.13,true,12.52,20.29,1.36,false,true,true,12.52,31.85,-29.68
92,2026-02-24 09:55:00,2026-02-24,09:55:00,6850,6848,6852,from_above,6856.99,6857.04,6857.04,6843.84,6847.87,-2.13,true,0,12.52,-7.36,true,7.48,12.52,-1.36,true,30.53,12.52,30.13,true,true,true,31.85,12.52,20.07
93,2026-02-24 15:50:00,2026-02-24,15:50:00,6900,6898,6902,from_below,6891.79,6891.74,6899.17,6890,6894.79,5.21,true,10.68,0,9.31,false,10.68,0,,false,10.68,0,,,,false,10.68,0,
94,2026-02-25 14:30:00,2026-02-25,14:30:00,6950,6948,6952,from_below,6945.23,6945.29,6948.3,6945.18,6948.3,1.7,true,2.18,0,0.9,true,2.78,0,1.23,true,2.78,0,2.32,true,false,true,5.61,0,4.52
95,2026-02-25 15:35:00,2026-02-25,15:35:00,6950,6948,6952,from_below,6945.48,6945.52,6948.4,6944.89,6947.98,2.02,true,2.87,0,2.23,true,2.87,2.51,-0.44,false,3.89,2.51,,,,false,3.89,2.51,
96,2026-02-26 10:10:00,2026-02-26,10:10:00,6900,6898,6902,from_above,6915.93,6916.15,6921.1,6901.75,6901.75,1.75,true,2.02,20.38,-19.86,true,2.02,36.16,-26.63,true,2.02,40.27,-14.37,false,false,true,2.02,40.27,1.83
97,2026-02-26 11:00:00,2026-02-26,11:00:00,6900,6898,6902,from_below,6893.26,6893.41,6898.17,6892.29,6896.92,3.08,true,8.69,0,2.29,true,8.69,6.45,0.37,true,8.69,6.69,-1.64,true,false,true,23.69,6.69,18.25
98,2026-02-26 14:05:00,2026-02-26,14:05:00,6900,6898,6902,from_below,6894.67,6894.72,6900.43,6894.21,6900.43,-0.43,true,0.45,3.28,-1.12,true,0.45,8.99,-8.24,true,0.45,9.08,-6.37,false,false,true,0.45,13.71,-7.3
99,2026-02-26 14:25:00,2026-02-26,14:25:00,6900,6898,6902,from_above,6908.24,6908.25,6908.25,6901.12,6902.26,2.26,true,8.59,0,7.97,true,9.08,0,7.7,true,12.58,0,6.4,true,true,true,13.71,0,2.46
100,2026-02-27 09:30:00,2026-02-27,09:30:00,6850,6848,6852,from_above,6908.87,6843.74,6856.82,6843.74,6852.51,2.51,true,7.04,5.2,6.49,true,7.04,18.26,0.4,true,9.37,18.26,4.32,false,false,true,20.59,18.26,10.39
101,2026-02-27 12:20:00,2026-02-27,12:20:00,6850,6848,6852,from_above,6857.24,6857.33,6857.82,6848.5,6855.26,5.26,true,9.67,0,6.28,true,15.89,0,8.73,true,15.89,0,5.4,true,true,true,15.89,2.63,-0.2
102,2026-02-27 12:45:00,2026-02-27,12:45:00,6850,6848,6852,from_above,6855.01,6854.91,6854.91,6850.57,6854.09,4.09,true,7.46,0,5.4,true,11.42,0,7.29,true,11.42,0,0.89,true,true,true,11.42,3.97,2.08
103,2026-02-27 13:15:00,2026-02-27,13:15:00,6850,6848,6852,from_above,6854.04,6853.99,6854.61,6850.46,6850.89,0.89,true,2.11,2.63,-0.2,true,4.38,3.97,2.04,true,7.48,3.97,2.08,true,false,true,15.27,3.97,4.61
104,2026-02-27 13:45:00,2026-02-27,13:45:00,6850,6848,6852,from_above,6853.39,6853.53,6855.13,6851.15,6852.08,2.08,true,5.48,0,3.58,true,12.48,0,11.96,true,15.27,0,4.61,true,true,true,15.27,4.39,-2.6
105,2026-02-27 14:10:00,2026-02-27,14:10:00,6850,6848,6852,from_above,6854.16,6854.32,6857.34,6851.82,6854.68,4.68,true,6.12,0,4.61,true,6.12,0,1.09,true,6.12,4.39,-1.59,true,false,true,17.18,4.39,16.93
106,2026-02-27 14:25:00,2026-02-27,14:25:00,6850,6848,6852,from_above,6852.55,6852.35,6855.23,6850.41,6851.09,1.09,true,1.12,2.44,-0.31,true,5.31,4.39,-1.59,true,5.31,4.39,-1.01,true,false,true,25.97,4.39,21.12
107,2026-03-02 09:30:00,2026-03-02,09:30:00,6800,6798,6802,from_above,6878.89,6800.78,6829.27,6796.85,6827.19,27.19,true,40.63,0,26.55,true,49.05,0,48.11,true,59.47,0,57.37,true,true,true,68.53,0,44.85
108,2026-03-02 09:45:00,2026-03-02,09:45:00,6850,6848,6852,from_below,6835.27,6835.72,6849.05,6832.98,6848.11,1.89,true,15.08,0,8.81,true,15.08,9.47,-7.37,true,15.08,18.53,-12.38,false,true,true,15.08,18.53,-6.75
109,2026-03-02 10:00:00,2026-03-02,10:00:00,6850,6848,6852,from_below,6845.46,6843.56,6859.47,6835.62,6857.37,-7.37,true,0,15.25,-8.8,true,0,18.53,-12.38,true,8.67,18.53,5.15,false,false,true,9.84,18.53,-11.5
110,2026-03-02 10:20:00,2026-03-02,10:20:00,6850,6848,6852,from_above,6862.38,6862.48,6863.9,6851.08,6857.18,7.18,true,9.07,3.86,-1.77,true,9.07,9.84,4.09,true,13.33,9.84,-0.72,true,true,true,21.6,9.84,12.02
111,2026-03-02 10:50:00,2026-03-02,10:50:00,6850,6848,6852,from_above,6856.75,6856.76,6860.33,6848.59,6849.28,-0.72,true,8.03,2.56,7.52,true,20.23,2.56,19.96,true,21.6,2.56,12.02,true,true,true,34.65,4.89,27.2
112,2026-03-02 11:25:00,2026-03-02,11:25:00,6850,6848,6852,from_above,6862.02,6861.72,6862.23,6845.26,6848.32,-1.68,true,3.94,4.89,3.58,true,30.25,4.89,29.38,true,34.65,4.89,28.14,true,true,true,37.01,4.89,30.17
113,2026-03-02 14:30:00,2026-03-02,14:30:00,6900,6898,6902,from_below,6896.79,6896.88,6899.91,6896.7,6899.23,0.77,true,1.91,1.01,1.53,true,5.08,1.01,2.13,true,5.82,1.01,4.28,true,false,true,35.23,1.01,24.4
114,2026-03-03 09:40:00,2026-03-03,09:40:00,6750,6748,6752,from_above,6773.22,6772.48,6773.52,6746.99,6747.97,-2.03,true,10.59,10.82,-10.61,true,10.59,16.28,-13.06,true,10.59,19.43,-9.36,false,true,true,10.59,39.58,-23.17
115,2026-03-03 10:00:00,2026-03-03,10:00:00,6750,6748,6752,from_below,6736.94,6736.83,6751.73,6731.09,6734.5,15.5,true,19.43,0,12.01,true,26.81,0,25.47,true,39.58,0,26.06,true,true,true,39.58,0,2.53
116,2026-03-03 10:10:00,2026-03-03,10:10:00,6750,6748,6752,from_below,6737.99,6737.92,6748.67,6731.58,6740.64,9.36,true,26.81,0,25.47,true,39.58,0,38.2,true,39.58,0,23.17,true,true,true,39.58,16.19,-15.04
