touch_observation_id,timestamp_et,session_date_et,session_time_et,level,zone_low,zone_high,approach,consecutive_touch,previous_close,touch_open,touch_high,touch_low,touch_close,touch_close_response_points,full_5m_window,upside_5m_points,downside_5m_points,close_relative_5m_points,favorable_5m_points,adverse_5m_points,close_move_5m_points,full_15m_window,upside_15m_points,downside_15m_points,close_relative_15m_points,favorable_15m_points,adverse_15m_points,close_move_15m_points,full_30m_window,upside_30m_points,downside_30m_points,close_relative_30m_points,favorable_30m_points,adverse_30m_points,close_move_30m_points,dominant_30m_reaction,heavy_10pt_30m_reaction,full_60m_window,upside_60m_points,downside_60m_points,close_relative_60m_points,favorable_60m_points,adverse_60m_points,close_move_60m_points
68,2026-02-05 10:40:00,2026-02-05,10:40:00,6800,6798,6802,continuation_in_zone,true,6798.26,6798.51,6805.68,6792.6,6800.13,,true,2.81,17.53,-15.63,,,,true,2.81,18.25,-6.67,,,,true,2.81,19.87,-19.87,,,,,,true,28.86,19.87,20.69,,,
69,2026-02-05 10:45:00,2026-02-05,10:45:00,6800,6798,6802,continuation_in_zone,true,6800.13,6800.52,6802.81,6782.47,6784.37,,true,0,15.63,-11.15,,,,true,0,18.25,-12.84,,,,true,4.61,19.87,2.91,,,,,,true,28.86,19.87,21.79,,,
70,2026-02-05 11:15:00,2026-02-05,11:15:00,6800,6798,6802,from_below,false,6780.13,6780.64,6804.61,6780.64,6802.91,-2.91,true,14,0,11.71,0,14,-11.71,true,26.44,0,25.91,0,26.44,-25.91,true,28.86,0,21.79,0,28.86,-21.79,false,false,true,36.27,0,19.09,0,36.27,-19.09
71,2026-02-05 13:50:00,2026-02-05,13:50:00,6800,6798,6802,from_above,false,6806.28,6806.25,6806.25,6798.81,6801.12,1.12,true,7.14,1.52,4.44,7.14,1.52,4.44,true,17.89,1.52,16.98,17.89,1.52,16.98,true,35.65,1.52,33.51,35.65,1.52,33.51,true,true,true,35.65,1.52,8.66,35.65,1.52,8.66
72,2026-02-05 13:55:00,2026-02-05,13:55:00,6800,6798,6802,continuation_in_zone,true,6801.12,6801.17,6807.14,6798.48,6804.44,,true,14.65,0,11.69,,,,true,29.52,0,27.44,,,,true,35.65,0,23.41,,,,,,true,35.65,0,12.43,,,
73,2026-02-05 14:00:00,2026-02-05,14:00:00,6800,6798,6802,from_above,true,6804.44,6804.37,6814.65,6801.64,6811.69,11.69,true,17.89,0,16.98,17.89,0,16.98,true,32.83,0,32.27,32.83,0,32.27,true,35.65,0,15.37,35.65,0,15.37,true,true,true,35.65,0,16.34,35.65,0,16.34
74,2026-02-05 15:20:00,2026-02-05,15:20:00,6800,6798,6802,from_above,false,6808.36,6808.51,6809.38,6799.58,6801.09,1.09,true,1.69,2.15,-0.96,1.69,2.15,-0.96,true,2.5,7.53,-2.24,2.5,7.53,-2.24,true,4.71,16.34,-7.84,4.71,16.34,-7.84,false,false,false,4.71,16.34,,4.71,16.34,
75,2026-02-05 15:25:00,2026-02-05,15:25:00,6800,6798,6802,continuation_in_zone,true,6801.09,6801.03,6801.69,6797.85,6799.04,,true,2.5,6.22,-5.6,,,,true,4.71,9.6,-7.49,,,,true,4.71,16.34,-0.02,,,,,,false,4.71,16.34,,,,
76,2026-02-05 15:30:00,2026-02-05,15:30:00,6800,6798,6802,continuation_in_zone,true,6799.04,6798.82,6802.5,6793.78,6794.4,,true,0,7.53,-2.24,,,,true,4.71,13.39,-8.69,,,,true,4.71,16.34,-1.61,,,,,,false,4.71,16.34,,,,
77,2026-02-05 15:35:00,2026-02-05,15:35:00,6800,6798,6802,from_below,true,6794.4,6794.39,6798.5,6792.47,6797.76,2.24,true,4.71,9.6,-7.49,9.6,4.71,7.49,true,4.71,16.34,-7.84,16.34,4.71,7.84,false,4.71,16.34,,16.34,4.71,,,,false,4.71,16.34,,16.34,4.71,
78,2026-02-05 15:40:00,2026-02-05,15:40:00,6800,6798,6802,continuation_in_zone,true,6797.76,6798.11,6804.71,6790.4,6792.51,,true,0,13.39,-8.69,,,,true,1.34,16.34,-0.02,,,,false,1.34,16.34,,,,,,,false,1.34,16.34,,,,
79,2026-02-05 15:55:00,2026-02-05,15:55:00,6800,6798,6802,from_below,false,6792.16,6790.92,6801.34,6790.92,6799.98,0.02,true,0,2.34,-1.61,2.34,0,1.61,false,0,2.34,,2.34,0,,false,0,2.34,,2.34,0,,,,false,0,2.34,,2.34,0,
80,2026-02-05 16:00:00,2026-02-05,16:00:00,6800,6798,6802,from_below,true,6799.98,6797.66,6798.39,6797.66,6798.39,1.61,false,0,1.61,,1.61,0,,false,0,1.61,,1.61,0,,false,0,1.61,,1.61,0,,,,false,0,1.61,,1.61,0,
81,2026-02-06 09:30:00,2026-02-06,09:30:00,6850,6848,6852,from_below,false,6798.39,6833.32,6867.19,6830.55,6860.92,-10.92,true,22.69,0,19.18,0,22.69,-19.18,true,31.07,0,27.61,0,31.07,-27.61,true,37.13,0,11.28,0,37.13,-11.28,false,false,true,37.13,0,33.74,0,37.13,-33.74
82,2026-02-06 11:20:00,2026-02-06,11:20:00,6900,6898,6902,from_below,false,6892.1,6892.21,6898.91,6892.19,6895.17,4.83,true,0,11.62,-7.25,11.62,0,7.25,true,1.35,11.62,-0.32,11.62,1.35,0.32,true,2.12,11.62,0.01,11.62,2.12,-0.01,true,true,true,5.83,11.62,1.81,11.62,5.83,-1.81
83,2026-02-06 11:30:00,2026-02-06,11:30:00,6900,6898,6902,from_below,false,6892.75,6893.17,6898.3,6893.17,6898.3,1.7,true,1.35,1.7,-0.32,1.7,1.35,0.32,true,2.12,3.61,0.47,3.61,2.12,-0.47,true,2.12,7.99,-0.49,7.99,2.12,0.49,true,false,true,11.66,7.99,9.52,7.99,11.66,-9.52
84,2026-02-06 11:35:00,2026-02-06,11:35:00,6900,6898,6902,continuation_in_zone,true,6898.3,6898.51,6901.35,6898.3,6899.68,,true,2.12,3.61,-1.46,,,,true,2.12,3.61,0.01,,,,true,5.29,7.99,3.41,,,,,,true,11.66,7.99,2.35,,,
85,2026-02-06 11:40:00,2026-02-06,11:40:00,6900,6898,6902,continuation_in_zone,true,6899.68,6899.71,6902.12,6896.39,6898.54,,true,1.53,1.93,0.47,,,,true,2.08,7.99,-3.67,,,,true,5.83,7.99,1.4,,,,,,true,11.66,7.99,6.92,,,
86,2026-02-06 11:45:00,2026-02-06,11:45:00,6900,6898,6902,continuation_in_zone,true,6898.54,6898.53,6901.53,6898.07,6900.47,,true,2.08,0.77,0.01,,,,true,2.08,7.99,-0.49,,,,true,5.83,7.99,2.14,,,,,,true,11.66,7.99,11.21,,,
87,2026-02-06 11:50:00,2026-02-06,11:50:00,6900,6898,6902,continuation_in_zone,true,6900.47,6900.43,6902.08,6899.23,6900.01,,true,0.01,7.99,-3.67,,,,true,5.29,7.99,3.41,,,,true,5.83,7.99,1.81,,,,,,true,16.85,7.99,13.54,,,
88,2026-02-06 11:55:00,2026-02-06,11:55:00,6900,6898,6902,continuation_in_zone,true,6900.01,6899.95,6899.95,6892.01,6896.33,,true,0,6.05,-0.49,,,,true,5.83,6.05,1.4,,,,true,7.41,6.05,6.74,,,,,,true,16.85,6.05,11.54,,,
89,2026-02-06 12:00:00,2026-02-06,12:00:00,6900,6898,6902,from_below,true,6896.33,6896.39,6899.51,6893.95,6899.51,0.49,true,5.29,0.49,3.41,0.49,5.29,-3.41,true,5.83,1.67,2.14,1.67,5.83,-2.14,true,11.66,1.67,9.52,1.67,11.66,-9.52,false,false,true,17.64,1.67,17.2,1.67,17.64,-17.2
90,2026-02-06 12:05:00,2026-02-06,12:05:00,6900,6898,6902,continuation_in_zone,true,6899.51,6899.7,6905.29,6899.7,6903.41,,true,5.83,0.51,1.4,,,,true,5.83,1.67,1.81,,,,true,11.66,1.67,2.35,,,,,,true,17.64,1.67,12.88,,,
91,2026-02-06 12:10:00,2026-02-06,12:10:00,6900,6898,6902,from_above,true,6903.41,6903.58,6905.83,6899.49,6901.4,1.4,true,4.35,1.67,2.14,4.35,1.67,2.14,true,7.41,1.67,6.74,7.41,1.67,6.74,true,11.66,1.67,6.92,11.66,1.67,6.92,true,true,true,17.64,1.67,12.59,17.64,1.67,12.59
92,2026-02-06 12:15:00,2026-02-06,12:15:00,6900,6898,6902,continuation_in_zone,true,6901.4,6901.44,6904.35,6898.33,6902.14,,true,2.29,0.12,1.81,,,,true,11.66,0.12,9.52,,,,true,11.66,0.12,11.21,,,,,,true,17.64,0.12,13.75,,,
93,2026-02-06 12:20:00,2026-02-06,12:20:00,6900,6898,6902,from_above,true,6902.14,6902.18,6902.29,6899.88,6901.81,1.81,true,7.41,0,6.74,7.41,0,6.74,true,11.66,0,2.35,11.66,0,2.35,true,16.85,0,13.54,16.85,0,13.54,true,true,true,17.64,0,10.82,17.64,0,10.82
94,2026-02-06 12:25:00,2026-02-06,12:25:00,6900,6898,6902,continuation_in_zone,true,6901.81,6901.98,6907.41,6901.95,6906.74,,true,11.66,0,9.52,,,,true,11.66,0,6.92,,,,true,16.85,0,11.54,,,,,,true,17.64,0,11.3,,,
95,2026-02-06 12:35:00,2026-02-06,12:35:00,6900,6898,6902,from_above,false,6909.52,6909.62,6909.62,6901.17,6902.35,2.35,true,7.05,0,6.92,7.05,0,6.92,true,16.85,0,13.54,16.85,0,13.54,true,17.64,0,12.88,17.64,0,12.88,true,true,true,17.64,0,14.81,17.64,0,14.81
96,2026-02-06 12:40:00,2026-02-06,12:40:00,6900,6898,6902,from_above,true,6902.35,6902.5,6907.05,6901.96,6906.92,6.92,true,11.54,0,11.21,11.54,0,11.21,true,16.85,0,11.54,16.85,0,11.54,true,17.64,0,12.59,17.64,0,12.59,true,true,true,17.64,0,15.09,17.64,0,15.09
97,2026-02-09 10:15:00,2026-02-09,10:15:00,6950,6948,6952,from_below,false,6939.38,6939.58,6948.52,6939.4,6948.33,1.67,true,0.81,5.52,-4.36,5.52,0.81,4.36,true,4.69,11.11,4.49,11.11,4.69,-4.49,true,9.72,11.11,9.68,11.11,9.72,-9.68,true,true,true,18.23,11.11,13.1,11.11,18.23,-13.1
98,2026-02-09 10:20:00,2026-02-09,10:20:00,6950,6948,6952,continuation_in_zone,true,6948.33,6948.63,6950.81,6944.48,6945.64,,true,0,11.11,-8.86,,,,true,9.49,11.11,4.6,,,,true,12.09,11.11,10.58,,,,,,true,18.23,11.11,17.36,,,
99,2026-02-09 10:30:00,2026-02-09,10:30:00,6950,6948,6952,from_below,false,6941.14,6941.17,6954.69,6941.17,6954.49,-4.49,true,9.49,0,4.6,0,9.49,-4.6,true,9.72,0,9.68,0,9.72,-9.68,true,18.23,0,17.78,0,18.23,-17.78,false,false,true,19.7,0,17.72,0,19.7,-17.72
100,2026-02-10 13:30:00,2026-02-10,13:30:00,6950,6948,6952,from_above,false,6955.48,6955.54,6957.14,6951.07,6953.2,3.2,true,9.21,0,7.91,9.21,0,7.91,true,9.21,0,1.85,9.21,0,1.85,true,9.35,0.36,5.79,9.35,0.36,5.79,true,false,true,12.01,0.36,8.44,12.01,0.36,8.44
101,2026-02-10 13:45:00,2026-02-10,13:45:00,6950,6948,6952,from_above,false,6956.84,6956.85,6956.85,6951.33,6951.85,1.85,true,3.67,0.36,-0.12,3.67,0.36,-0.12,true,9.35,0.36,5.79,9.35,0.36,5.79,true,9.35,0.36,3.82,9.35,0.36,3.82,true,false,true,12.01,0.36,8.62,12.01,0.36,8.62
102,2026-02-10 13:50:00,2026-02-10,13:50:00,6950,6948,6952,continuation_in_zone,true,6951.85,6951.89,6953.67,6949.64,6949.88,,true,8.7,0.31,7.58,,,,true,9.35,0.31,5.42,,,,true,9.35,0.31,8.67,,,,,,true,12.01,0.31,5.65,,,
103,2026-02-10 13:55:00,2026-02-10,13:55:00,6950,6948,6952,continuation_in_zone,true,6949.88,6949.91,6958.7,6949.69,6957.58,,true,9.35,0,5.79,,,,true,9.35,0,7.7,,,,true,9.59,0,9.45,,,,,,true,12.01,0,8.44,,,
104,2026-02-10 15:25:00,2026-02-10,15:25:00,6950,6948,6952,from_above,false,6954.89,6954.92,6956.13,6951.83,6953.79,3.79,true,6.45,0,1.93,6.45,0,1.93,true,6.45,0.07,0.96,6.45,0.07,0.96,true,6.45,12.47,-5.98,6.45,12.47,-5.98,false,false,false,6.45,12.47,,6.45,12.47,
105,2026-02-10 15:30:00,2026-02-10,15:30:00,6950,6948,6952,from_above,true,6953.79,6953.86,6956.45,6951.38,6951.93,1.93,true,3.22,0,0.02,3.22,0,0.02,true,4.71,0.07,4.28,4.71,0.07,4.28,true,4.71,12.47,-8.18,4.71,12.47,-8.18,false,false,false,4.71,12.47,,4.71,12.47,
106,2026-02-10 15:35:00,2026-02-10,15:35:00,6950,6948,6952,from_above,true,6951.93,6952.04,6953.22,6950.02,6950.02,0.02,true,2.7,0.07,0.96,2.7,0.07,0.96,true,4.71,7.13,-6.11,4.71,7.13,-6.11,false,4.71,12.47,,4.71,12.47,,,,false,4.71,12.47,,4.71,12.47,
107,2026-02-10 15:40:00,2026-02-10,15:40:00,6950,6948,6952,continuation_in_zone,true,6950.02,6950.16,6952.7,6949.93,6950.96,,true,4.71,0,4.28,,,,true,4.71,12.47,-5.98,,,,false,4.71,12.47,,,,,,,false,4.71,12.47,,,,
108,2026-02-10 15:45:00,2026-02-10,15:45:00,6950,6948,6952,continuation_in_zone,true,6950.96,6951.15,6954.71,6950.57,6954.28,,true,4.45,7.13,-6.11,,,,true,4.45,12.47,-8.18,,,,false,4.45,12.47,,,,,,,false,4.45,12.47,,,,
109,2026-02-10 15:50:00,2026-02-10,15:50:00,6950,6948,6952,from_above,true,6954.28,6954.45,6954.45,6942.87,6943.89,-6.11,true,0,12.47,-5.98,0,12.47,-5.98,false,0,12.47,,0,12.47,,false,0,12.47,,0,12.47,,,,false,0,12.47,,0,12.47,
110,2026-02-11 10:05:00,2026-02-11,10:05:00,6950,6948,6952,from_above,false,6957.09,6957.22,6957.96,6947.31,6948.22,-1.78,true,0,21.21,-12.36,0,21.21,-12.36,true,0,35.75,-34.44,0,35.75,-34.44,true,0,38.03,-16.51,0,38.03,-16.51,false,false,true,0,38.03,-14.28,0,38.03,-14.28
111,2026-02-11 11:10:00,2026-02-11,11:10:00,6950,6948,6952,from_below,false,6935.72,6935.73,6949.34,6935.43,6949.12,0.88,true,0,5.5,-1.25,5.5,0,1.25,true,5.34,10.56,-10.56,10.56,5.34,10.56,true,5.34,13.37,0.83,13.37,5.34,-0.83,true,true,true,5.34,15.32,-5.71,15.32,5.34,5.71
112,2026-02-11 11:15:00,2026-02-11,11:15:00,6950,6948,6952,continuation_in_zone,true,6949.12,6949.02,6949.94,6944.5,6948.75,,true,5.34,1.49,3.93,,,,true,5.34,13.37,-5.86,,,,true,5.34,13.37,-2.77,,,,,,true,5.34,15.32,-3.75,,,
113,2026-02-11 11:20:00,2026-02-11,11:20:00,6950,6948,6952,continuation_in_zone,true,6948.75,6948.73,6955.34,6948.51,6953.93,,true,4.78,10.56,-10.56,,,,true,4.78,13.37,-2.08,,,,true,4.78,13.37,-2.04,,,,,,true,4.78,15.32,1.48,,,
114,2026-02-11 11:25:00,2026-02-11,11:25:00,6950,6948,6952,from_above,true,6953.93,6953.98,6954.78,6939.44,6939.44,-10.56,true,0,13.37,-5.86,0,13.37,-5.86,true,3.7,13.37,0.83,3.7,13.37,0.83,true,3.7,13.37,-8.86,3.7,13.37,-8.86,false,false,true,8.57,15.32,5.87,8.57,15.32,5.87
115,2026-02-11 11:40:00,2026-02-11,11:40:00,6950,6948,6952,from_below,false,6947.92,6948.03,6953.7,6948.03,6950.83,-0.83,true,3.05,4.16,-2.77,4.16,3.05,2.77,true,3.05,9.28,-8.86,9.28,3.05,8.86,true,3.05,15.32,-5.71,15.32,3.05,5.71,true,true,true,8.87,15.32,8,15.32,8.87,-8
116,2026-02-11 11:45:00,2026-02-11,11:45:00,6950,6948,6952,continuation_in_zone,true,6950.83,6950.68,6953.05,6945.84,6947.23,,true,0.39,4.74,-2.04,,,,true,0.39,15.32,-13.7,,,,true,0.74,15.32,-3.75,,,,,,true,9.03,15.32,8.43,,,
117,2026-02-11 11:50:00,2026-02-11,11:50:00,6950,6948,6952,from_below,true,6947.23,6947.27,6950.39,6945.26,6947.96,2.04,true,0,9.28,-8.86,9.28,0,8.86,true,0,15.32,-5.89,15.32,0,5.89,true,1.79,15.32,1.48,15.32,1.79,-1.48,true,true,true,10.27,15.32,6.06,15.32,10.27,-6.06
118,2026-02-11 11:55:00,2026-02-11,11:55:00,6950,6948,6952,from_below,true,6947.96,6947.96,6948.09,6940.72,6941.14,8.86,true,0,15.32,-13.7,15.32,0,13.7,true,0,15.32,-5.71,15.32,0,5.71,true,8.57,15.32,5.87,15.32,8.57,-5.87,true,true,true,10.27,15.32,-1.81,15.32,10.27,1.81
119,2026-02-11 12:15:00,2026-02-11,12:15:00,6950,6948,6952,from_below,false,6944.29,6944.29,6950.74,6941.97,6946.25,3.75,true,1.79,6.92,1.48,6.92,1.79,-1.48,true,8.57,6.92,2.95,6.92,8.57,-2.95,true,9.03,6.92,8.43,6.92,9.03,-8.43,false,false,true,10.27,15.04,-8.25,15.04,10.27,8.25
120,2026-02-11 12:20:00,2026-02-11,12:20:00,6950,6948,6952,from_below,true,6946.25,6946.44,6951.79,6943.08,6951.48,-1.48,true,8.57,0,5.87,0,8.57,-5.87,true,8.57,0,2.94,0,8.57,-2.94,true,10.27,0,6.06,0,10.27,-6.06,false,false,true,10.27,15.04,-6.87,15.04,10.27,6.87
121,2026-02-11 12:25:00,2026-02-11,12:25:00,6950,6948,6952,continuation_in_zone,true,6951.48,6951.48,6958.57,6951.48,6955.87,,true,6.81,0,2.95,,,,true,8.87,0,8,,,,true,10.27,3.39,-1.81,,,,,,true,10.27,15.04,-1.13,,,
122,2026-02-11 12:30:00,2026-02-11,12:30:00,6950,6948,6952,from_above,true,6955.87,6956.24,6956.81,6951.87,6952.95,2.95,true,4.69,0,2.94,4.69,0,2.94,true,9.03,0,8.43,9.03,0,8.43,true,10.27,5.6,-2.87,10.27,5.6,-2.87,true,true,true,10.27,15.04,-6.05,10.27,15.04,-6.05
123,2026-02-11 12:35:00,2026-02-11,12:35:00,6950,6948,6952,from_above,true,6952.95,6953.01,6954.69,6950.93,6952.94,2.94,true,8.87,0,8,8.87,0,8,true,10.27,0,6.06,10.27,0,6.06,true,10.27,8.87,-8.87,10.27,8.87,-8.87,true,true,true,10.27,15.04,-1.69,10.27,15.04,-1.69
124,2026-02-11 12:55:00,2026-02-11,12:55:00,6950,6948,6952,from_above,false,6956.06,6955.97,6956,6946.61,6948.19,-1.81,true,0,5.6,-2.87,0,5.6,-2.87,true,0,13.96,-12.94,0,13.96,-12.94,true,0,15.04,-1.13,0,15.04,-1.13,false,false,true,0.9,15.04,-2.08,0.9,15.04,-2.08
125,2026-02-11 13:00:00,2026-02-11,13:00:00,6950,6948,6952,continuation_in_zone,true,6948.19,6948.2,6949.94,6944.4,6947.13,,true,0,8.87,-8.87,,,,true,0,15.04,-8.25,,,,true,0.36,15.04,-6.05,,,,,,true,0.9,15.04,-1.4,,,
126,2026-02-11 13:25:00,2026-02-11,13:25:00,6950,6948,6952,from_below,false,6943.13,6943.09,6949.53,6941.7,6948.87,1.13,true,0.36,6.05,-6.05,6.05,0.36,6.05,true,0.36,7.39,-5.55,7.39,0.36,5.55,true,0.9,8.32,-2.08,8.32,0.9,2.08,true,false,true,10.08,8.32,8.59,8.32,10.08,-8.59
127,2026-02-11 13:30:00,2026-02-11,13:30:00,6950,6948,6952,continuation_in_zone,true,6948.87,6948.74,6950.36,6943.95,6943.95,,true,0,6.72,-1.69,,,,true,0,7.39,-1.09,,,,true,0.9,8.32,-1.4,,,,,,true,10.08,8.32,7.2,,,
128,2026-02-11 13:35:00,2026-02-11,13:35:00,6950,6948,6952,from_below,true,6943.95,6943.76,6948.9,6943.28,6948.31,1.69,true,0,7.39,-5.55,7.39,0,5.55,true,0.15,8.32,-0.39,8.32,0.15,0.39,true,0.9,8.32,-3.42,8.32,0.9,3.42,true,false,true,10.08,8.32,6.6,8.32,10.08,-6.6
129,2026-02-11 13:40:00,2026-02-11,13:40:00,6950,6948,6952,continuation_in_zone,true,6948.31,6948.21,6948.21,6942.61,6944.45,,true,0,5.65,-1.09,,,,true,0.9,8.32,-2.08,,,,true,4.59,8.32,3.38,,,,,,true,10.08,8.32,7.91,,,
130,2026-02-11 13:45:00,2026-02-11,13:45:00,6950,6948,6952,from_below,true,6944.45,6944.53,6949.09,6944.35,6948.91,1.09,true,0.15,8.32,-0.39,8.32,0.15,0.39,true,0.9,8.32,-1.4,8.32,0.9,1.4,true,5.33,8.32,3.96,8.32,5.33,-3.96,true,false,true,10.08,8.32,2.52,8.32,10.08,-2.52
131,2026-02-11 13:50:00,2026-02-11,13:50:00,6950,6948,6952,continuation_in_zone,true,6948.91,6949.24,6950.15,6941.68,6949.61,,true,0.9,2.71,-2.08,,,,true,0.9,6.26,-3.42,,,,true,7.86,6.26,7.31,,,,,,true,10.08,6.26,1.21,,,
132,2026-02-11 13:55:00,2026-02-11,13:55:00,6950,6948,6952,continuation_in_zone,true,6949.61,6949.64,6950.9,6947.29,6947.92,,true,0,4.6,-1.4,,,,true,4.59,6.26,3.38,,,,true,10.08,6.26,8.59,,,,,,true,10.08,6.26,-0.07,,,
133,2026-02-11 14:00:00,2026-02-11,14:00:00,6950,6948,6952,from_below,true,6947.92,6947.89,6948.6,6945.4,6948.6,1.4,true,0,6.26,-3.42,6.26,0,3.42,true,5.33,6.26,3.96,6.26,5.33,-3.96,true,10.08,6.26,7.2,6.26,10.08,-7.2,false,false,true,10.08,6.26,1.16,6.26,10.08,-1.16
134,2026-02-11 14:05:00,2026-02-11,14:05:00,6950,6948,6952,continuation_in_zone,true,6948.6,6948.71,6949.59,6943.74,6946.58,,true,4.59,4.07,3.38,,,,true,7.86,4.07,7.31,,,,true,10.08,4.07,6.6,,,,,,true,10.08,5.18,-1.35,,,
135,2026-02-11 14:10:00,2026-02-11,14:10:00,6950,6948,6952,from_below,true,6946.58,6946.66,6954.59,6945.93,6953.38,-3.38,true,5.33,0,3.96,0,5.33,-3.96,true,10.08,0,8.59,0,10.08,-8.59,true,10.08,0,7.91,0,10.08,-7.91,false,false,true,10.08,5.18,-1.5,5.18,10.08,1.5
136,2026-02-11 14:45:00,2026-02-11,14:45:00,6950,6948,6952,from_above,false,6957.91,6957.88,6957.96,6944.82,6952.52,2.52,true,3.46,0.31,1.21,3.46,0.31,1.21,true,3.46,1.54,1.16,3.46,1.54,1.16,true,3.46,2.72,-1.68,3.46,2.72,-1.68,true,false,true,3.46,10.23,0.14,3.46,10.23,0.14
137,2026-02-11 14:50:00,2026-02-11,14:50:00,6950,6948,6952,from_above,true,6952.52,6952.47,6953.46,6949.69,6951.21,1.21,true,2.39,1.06,-0.07,2.39,1.06,-0.07,true,2.39,1.9,-1.35,2.39,1.9,-1.35,true,2.39,5.74,-3.19,2.39,5.74,-3.19,false,false,true,2.39,10.23,-2.07,2.39,10.23,-2.07
138,2026-02-11 14:55:00,2026-02-11,14:55:00,6950,6948,6952,continuation_in_zone,true,6951.21,6951.27,6952.39,6948.94,6949.93,,true,1.91,1.54,1.16,,,,true,1.91,2.11,-1.5,,,,true,1.91,6.63,-6.57,,,,,,true,1.91,10.23,-8.83,,,
139,2026-02-11 15:00:00,2026-02-11,15:00:00,6950,6948,6952,continuation_in_zone,true,6949.93,6949.79,6951.91,6948.46,6951.16,,true,1.55,1.9,-1.35,,,,true,1.55,2.72,-1.68,,,,true,1.55,10.23,-9.41,,,,,,true,1.55,10.23,-8.54,,,
140,2026-02-11 15:05:00,2026-02-11,15:05:00,6950,6948,6952,continuation_in_zone,true,6951.16,6951.22,6951.55,6948.1,6948.65,,true,0,2.11,-1.5,,,,true,1.22,5.74,-3.19,,,,true,1.22,10.23,-3.58,,,,,,false,1.22,10.23,,,,
141,2026-02-11 15:10:00,2026-02-11,15:10:00,6950,6948,6952,continuation_in_zone,true,6948.65,6948.54,6949.93,6947.89,6948.5,,true,1.22,2.72,-1.68,,,,true,1.22,6.63,-6.57,,,,true,1.22,10.23,-4.45,,,,,,false,1.22,10.23,,,,
142,2026-02-11 15:15:00,2026-02-11,15:15:00,6950,6948,6952,continuation_in_zone,true,6948.5,6948.61,6951.22,6947.28,6948.32,,true,0,5.74,-3.19,,,,true,0,10.23,-9.41,,,,true,0.3,10.23,0.14,,,,,,false,0.3,10.23,,,,
143,2026-02-11 15:20:00,2026-02-11,15:20:00,6950,6948,6952,continuation_in_zone,true,6948.32,6948.14,6948.16,6944.26,6946.81,,true,0,6.63,-6.57,,,,true,0,10.23,-3.58,,,,true,0.3,10.23,-2.07,,,,,,false,0.3,10.23,,,,
144,2026-02-11 15:40:00,2026-02-11,15:40:00,6950,6948,6952,from_below,false,6946.42,6946.82,6949.82,6945.13,6945.55,4.45,true,0.3,4.56,0.14,4.56,0.3,-0.14,true,0.3,8.83,-8.83,8.83,0.3,8.83,false,0.3,9.8,,9.8,0.3,,,,false,0.3,9.8,,9.8,0.3,
145,2026-02-11 15:45:00,2026-02-11,15:45:00,6950,6948,6952,from_below,true,6945.55,6945.68,6950.3,6945.44,6950.14,-0.14,true,0.14,7.08,-2.07,7.08,0.14,2.07,true,0.14,9.8,-8.54,9.8,0.14,8.54,false,0.14,9.8,,9.8,0.14,,,,false,0.14,9.8,,9.8,0.14,
146,2026-02-11 15:50:00,2026-02-11,15:50:00,6950,6948,6952,continuation_in_zone,true,6950.14,6950.13,6950.13,6942.92,6947.93,,true,0,8.83,-8.83,,,,false,0,9.8,,,,,false,0,9.8,,,,,,,false,0,9.8,,,,
147,2026-02-12 09:50:00,2026-02-12,09:50:00,6950,6948,6952,from_above,false,6956.7,6952.52,6959.16,6951.28,6957.3,7.3,true,7.3,7.36,-4.08,7.3,7.36,-4.08,true,7.3,8.87,-6.85,7.3,8.87,-6.85,true,7.3,8.87,0.32,7.3,8.87,0.32,false,false,true,7.3,34.59,-34.59,7.3,34.59,-34.59
148,2026-02-12 09:55:00,2026-02-12,09:55:00,6950,6948,6952,from_above,true,6957.3,6957.27,6957.27,6942.64,6945.92,-4.08,true,5.84,6.85,-3.7,5.84,6.85,-3.7,true,5.84,8.87,3.86,5.84,8.87,3.86,true,6.9,8.87,0.65,6.9,8.87,0.65,false,false,true,6.9,45.02,-44.63,6.9,45.02,-44.63
149,2026-02-12 10:00:00,2026-02-12,10:00:00,6950,6948,6952,continuation_in_zone,true,6945.92,6949.48,6955.84,6943.15,6946.3,,true,1.96,8.87,-6.85,,,,true,5.79,8.87,-1.34,,,,true,6.9,10.91,-10.91,,,,,,true,6.9,50.73,-49.4,,,
150,2026-02-12 10:05:00,2026-02-12,10:05:00,6950,6948,6952,from_below,true,6946.3,6946.57,6951.96,6941.13,6943.15,6.85,true,3.87,8.28,3.86,8.28,3.87,-3.86,true,6.9,8.28,0.32,8.28,6.9,-0.32,true,6.9,20.47,-19.58,20.47,6.9,19.58,true,true,true,6.9,61.82,-60.62,61.82,6.9,60.62
151,2026-02-12 10:10:00,2026-02-12,10:10:00,6950,6948,6952,from_below,true,6943.15,6943.24,6953.87,6941.72,6953.86,-3.86,true,5.79,1.54,-1.34,1.54,5.79,1.34,true,6.9,5.07,0.65,5.07,6.9,-0.65,true,6.9,27.07,-26.98,27.07,6.9,26.98,true,true,true,6.9,70.2,-67.68,70.2,6.9,67.68
