timestamp_et,session_date_et,session_time_et,open,high,low,close,volume,touched_dynamite_zone,touched_levels,first_touch_event,first_touch_levels,approach_directions
2026-02-02 12:25:00,2026-02-02,12:25:00,6984.28,6985.4,6983,6985.26,22888570,false,,false,,
2026-02-02 12:30:00,2026-02-02,12:30:00,6985.31,6988.1,6984.77,6987.2,25293130,false,,false,,
2026-02-02 12:35:00,2026-02-02,12:35:00,6987.21,6988.61,6984.73,6986.36,23218720,false,,false,,
2026-02-02 12:40:00,2026-02-02,12:40:00,6986.45,6986.59,6983.39,6985.77,20588090,false,,false,,
2026-02-02 12:45:00,2026-02-02,12:45:00,6985.69,6986.98,6985.29,6986.87,21981680,false,,false,,
2026-02-02 12:50:00,2026-02-02,12:50:00,6986.92,6990.28,6985.6,6989.95,21043720,false,,false,,
2026-02-02 12:55:00,2026-02-02,12:55:00,6989.92,6991.92,6986.68,6986.92,22695190,false,,false,,
2026-02-02 13:00:00,2026-02-02,13:00:00,6986.96,6990.1,6986.96,6989.21,21916660,false,,false,,
2026-02-02 13:05:00,2026-02-02,13:05:00,6989.3,6989.52,6987.07,6987.91,23949640,false,,false,,
2026-02-02 13:10:00,2026-02-02,13:10:00,6988,6988.22,6985.09,6985.25,21702690,false,,false,,
2026-02-02 13:15:00,2026-02-02,13:15:00,6985.23,6985.52,6982.63,6983.42,24195980,false,,false,,
2026-02-02 13:20:00,2026-02-02,13:20:00,6983.37,6984.1,6979.86,6983.81,24032890,false,,false,,
2026-02-02 13:25:00,2026-02-02,13:25:00,6983.63,6984.88,6982.48,6983.62,21543070,false,,false,,
2026-02-02 13:30:00,2026-02-02,13:30:00,6983.52,6984.72,6983.08,6983.6,21647610,false,,false,,
2026-02-02 13:35:00,2026-02-02,13:35:00,6983.52,6985.77,6983.42,6983.62,22483920,false,,false,,
2026-02-02 13:40:00,2026-02-02,13:40:00,6983.72,6987.61,6983.3,6987.09,23857240,false,,false,,
2026-02-02 13:45:00,2026-02-02,13:45:00,6987.03,6989.89,6987.01,6989.33,24492080,false,,false,,
2026-02-02 13:50:00,2026-02-02,13:50:00,6989.27,6989.28,6987.57,6988.12,24440380,false,,false,,
2026-02-02 13:55:00,2026-02-02,13:55:00,6988.16,6989.37,6987.09,6987.55,25887570,false,,false,,
2026-02-02 14:00:00,2026-02-02,14:00:00,6987.37,6989.77,6986.08,6989.63,33086870,false,,false,,
2026-02-02 14:05:00,2026-02-02,14:05:00,6989.35,6990.38,6988.96,6989.78,24885720,false,,false,,
2026-02-02 14:10:00,2026-02-02,14:10:00,6989.91,6991.54,6989.84,6990.55,22020320,false,,false,,
2026-02-02 14:15:00,2026-02-02,14:15:00,6990.43,6991.37,6989.48,6990.13,24384390,false,,false,,
2026-02-02 14:20:00,2026-02-02,14:20:00,6990.2,6991.21,6989.19,6990.3,21436700,false,,false,,
2026-02-02 14:25:00,2026-02-02,14:25:00,6990.3,6991.15,6988.89,6990.75,29010730,false,,false,,
2026-02-02 14:30:00,2026-02-02,14:30:00,6990.72,6990.72,6985.74,6987.49,34230460,false,,false,,
2026-02-02 14:35:00,2026-02-02,14:35:00,6987.54,6987.61,6985.09,6985.21,25379830,false,,false,,
2026-02-02 14:40:00,2026-02-02,14:40:00,6985.22,6987.92,6984.49,6987.71,24565510,false,,false,,
2026-02-02 14:45:00,2026-02-02,14:45:00,6987.87,6989.43,6986.14,6986.14,30069600,false,,false,,
